Title,Abstract,DOI,Score,Trait Points,Species Points,Experiment Points,Interaction Points
"A multifaceted trophic cascade in a detritus‐based system: density‐, trait‐, or processing‐chain‐mediated effects?","We investigated three pathways by which predators on an intermediate trophic level may produce a trophic cascade in detritus‐based systems. Predators may increase lower trophic levels (bacteria) by reducing density of bacteriovores, by altering behavior of bacteriovores, and by processing living bacteriovores into carcasses, feces, and dissolved nutrients that are substrates for bacteria. We tested these pathways in laboratory experiments with mosquitoes in water‐filled containers. Larval Toxorhynchites rutilus prey on larval Aedes triseriatus, which feed on bacteria. Using containers stocked with oak leaf infusion as a bacterial substrate, we compared bacterial productivity at 7 and 14 days for: prey alone; prey with a predator; and prey with predation cues but no predator. Controls contained no larvae, either with predation cues or without cues. Predation cues in the control treatment increased bacterial abundance at 7 days, but this effect waned by 14 days. Aedes triseriatus larvae reduced bacterial abundance significantly at 14 days. Predator cues and real predation both eliminated the negative effect of A. triseriatus on bacterial abundance. Predation cues reduced survivorship of A. triseriatus larvae at 14 days, however this effect was smaller than the effect of real predation. We further tested effects of residues from predation as cues or as detritus in a second experiment in which A. triseriatus were killed at similar rates by: real predators ; mechanical damage without the predator and carcasses left as detritus; or mechanical damage and carcasses removed. No prey larvae were killed in controls. Bacterial productivity was greater with real predation than in all other treatments and greater when prey larvae were killed or killed and removed, than in controls. Thus we find evidence that all three pathways contribute to the trophic cascade from T. rutilus to bacteria in tree hole systems.",https://doi.org/10.1890/es14-00365.1,0.09999999999999999,0.0,0.14285714285714285,0.42857142857142855,0.4285714285714285
Spore traits mediate disturbance effects on arbuscular mycorrhizal fungal community composition and mutualisms,"Trait-based approaches in ecology are powerful tools for understanding how organisms interact with their environment. These approaches show particular promise in disturbance and community ecology contexts for understanding how disturbances like prescribed fire and bison grazing influence interactions between mutualists like arbuscular mycorrhizal (AM) fungi and their plant hosts. In this work we examined how disturbance effects on AM fungal spore community composition and mutualisms were mediated by selection for specific functional spore traits at both the species and community level. We tested these questions by analyzing AM fungal spore communities and traits from a frequently burned and grazed (bison) tallgrass prairie system and using these spores to inoculate a plant growth response experiment. Selection for darker, pigmented AM fungal spores, changes in the abundance and volume of individual AM fungal taxa, and altered sporulation, were indicators of fire and grazing effects on AM fungal community composition. Disturbance associated changes in AM fungal community composition were then correlated with altered growth responses of Schizachyrium scoparium grass. Our work shows that utilization of trait-based approaches in ecology can clarify the mechanisms that underly belowground responses to disturbance, and provide a useful framework for understanding interactions between organisms and their environment.",https://doi.org/10.1002/ecy.4016,0.09523809523809523,0.0,0.09523809523809523,0.5714285714285714,0.2857142857142857
Shell Traits of a Marine Mussel Mediate Predation Selectivity by Crabs and Sea Stars,"Crabs and sea stars are known to preferentially select mussels with morphological traits that diminish the predators' searching or handling times. I compared two distinct morphotype of mussels (Mytilus trossulus; Gould, 1850) from Howe Sound, British Columbia, Canada, by dissection and measurement. Then, I experimentally offered mussels of the two morphotypes on the same patch to crabs (Cancer productus; Randall, 1839) and sea stars (Pisaster ochraceus; Brandt, 1835) to quantify the extent to which these predators select prey based on morphological features. Sea stars preferentially consumed mussels with gaps in shell closures, although these mussels also had larger adductor muscles compared with mussels rejected. Gaps at the shell margin presumably allowed sea stars easier access between shell valves to insert their stomachs and begin digestion. Small crabs preferentially consumed mussels with thin shells, which are easier to crush, whereas, large crabs consumed more thick-shelled mussels, possibly because these mussels were larger and offered greater energetic return. However, overall, crabs and sea stars did not exhibit strong preferences for smaller or larger mussel prey. These findings indicate that morphological features of mussels are important in prey selection by crab and sea star predators. Predator selectivity could cause a trade-off in defense strategies in mussels, and ultimately mediate indirect effects between these predators in the rocky intertidal community.",https://doi.org/10.2983/035.028.0211,0.09259259259259262,0.0,0.14814814814814814,0.2222222222222222,0.5555555555555557
Ecological Traits and Intraguild Competition Mediate Spatial and Temporal Overlaps Among Sympatric Mesocarnivores,"In terrestrial mammalian carnivore guilds, interspecific competitions (interferences and resource competitions) among sympatric species induce their ecological and behavioral patterns and population dynamics, thereby shaping community structures. Competitive species must partition their ecological niches for sympatry, while the extent of niche overlaps is mediated by either the ecological traits (e.g., body size differences) or environmental features. We aimed to elucidate the patterns of spatial and temporal niche overlaps in mesocarnivore guilds, which are mediated by their ecological traits, regional environments, and anthropogenic disturbances. We investigated the spatial occurrence and diel activities of six mesocarnivore species and estimated their spatial and temporal overlap indices in various landscapes with different anthropogenic disturbances in central Bulgaria. Statistical modeling demonstrated that spatial overlap among mesocarnivores declined when mesocarnivore pairs were within the same family and when large carnivores (particularly wolves, Canis lupus) were present. Furthermore, we found that the extent of their temporal overlaps was associated with taxonomic and body size differences in mesocarnivore pairs as well as their trophic competitions. Our findings indicated that the intensity of interferences among mesocarnivore species was key for the decline of spatial or temporal niche overlap to relax antagonistic interactions.",https://doi.org/10.3390/d17020108,0.0761904761904762,0.0,0.09523809523809523,0.42857142857142855,0.23809523809523808
Pathogenic fungus causes density‐ and trait‐mediated trophic cascades in an aquatic community,"Abstract Pathogens can alter species composition and ecosystem function by causing direct and indirect effects on communities. Zoospores of the chytrid fungus Batrachochytrium dendrobatidis (hereafter, Bd), a pathogen implicated in worldwide amphibian declines, can be consumed by filter‐feeding zooplankton and can damage mouthparts of infected amphibian larvae. Consequently, we hypothesized that this pathogen would affect the abundance of zooplankton and survival and feeding abilities of larval amphibian hosts. In turn, this could affect the algal food resources of zooplankton and tadpoles, which can include phytoplankton and periphyton. We tested these hypotheses by manipulating the presence of western toad ( Anaxyrus boreas ) larvae and Bd in outdoor mesocosms and quantifying the densities of amphibians, zooplankton, phytoplankton, and periphyton. Bd infections reduced amphibian larval densities, but this only weakly benefitted periphyton (a density‐mediated indirect effect). After controlling for larval densities, mesocosms with Bd‐exposed larvae had significantly more periphyton biomass than mesocosms with larvae but no Bd, consistent with infection‐induced mouthpart damage reducing larval feeding rates on attached algae (a trait‐mediated indirect effect). In fact, the estimated trait‐mediated effect of Bd on periphyton biomass was larger than the density‐mediated effect. However, we did not find evidence that Bd exposure triggered a switch to filter‐feeding phytoplankton. The presence of Bd was associated with increased copepod abundance, consistent with zooplankton consuming chytrid zoospores. These results suggest that Bd has the potential to cause both trait‐ and density‐mediated indirect effects that can alter community composition and perhaps the primary productivity of freshwater ecosystems.",https://doi.org/10.1002/ecs2.4043,0.07575757575757575,0.0,0.0303030303030303,0.5454545454545454,0.1818181818181818
Season and herbivore defence trait mediate tri‐trophic interactions in tropical rainforest,"Bottom-up effects from host plants and top-down effects from predators on herbivore abundance and distribution vary with physical environment, plant chemistry, predator and herbivore trait and diversity. Tri-trophic interactions in tropical ecosystems may follow different patterns from temperate ecosystems due to differences in above abiotic and biotic conditions. We sampled leaf-chewing larvae of Lepidoptera (caterpillars) from a dominant host tree species in a seasonal rainforest in Southwest China. We reared out parasitoids and grouped herbivores based on their diet preferences, feeding habits and defence mechanisms. We compared caterpillar abundance with leaf numbers ('bottom-up' effects) and parasitoid abundance ('top-down' effects) between different seasons and herbivore traits. We found bottom-up effects were stronger than top-down effects. Both bottom-up and top-down effects were stronger in the dry season than in the wet season, which were driven by polyphagous rare species and host plant phenology. Contrary to our predictions, herbivore traits did not influence differences in the bottom-up or top-down effects except for stronger top-down effects for shelter-builders. Our study shows season is the main predictor of the bottom-up and top-down effects in the tropics and highlights the complexity of these interactions.",https://doi.org/10.1111/1365-2656.13865,0.07037037037037037,0.0,0.0,0.4444444444444444,0.25925925925925924
Bottom‐up and trait‐mediated effects of resource quality on amphibian parasitism,"Abstract Leaf litter subsidies are important resources for aquatic consumers like tadpoles and snails, causing bottom‐up effects on wetland ecosystems. Recent studies have shown that variation in litter nutritional quality can be as important as litter quantity in driving these bottom‐up effects. Resource subsidies likely also have indirect and trait‐mediated effects on predation and parasitism, but these potential effects remain largely unexplored. We generated predictions for differential effects of litter nutrition and secondary polyphenolic compounds on tadpole ( L ithobates sylvatica ) exposure and susceptibility to R ibeiroia ondatrae, based on ecological stoichiometry and community‐ecology theory. We predicted direct and indirect effects on key traits of the tadpole host (rates of growth, development and survival), the trematode parasite (production of the cercaria infective stages) and the parasite's snail intermediate host (growth and reproduction). To test these predictions, we conducted a large‐scale mesocosm experiment using a natural gradient in the concentrations of nutrients (nitrogen) and toxic secondary compounds (polyphenolics) of nine leaf litter species. To differentiate between effects on exposure vs. susceptibility to infection, we included multiple infection experiments including one with constant per capita exposure. We found that increased litter nitrogen increased tadpole survival, and also increased cercaria production by the snail intermediate hosts, causing opposing effects on tadpole per capita exposure to trematode infection. Increased litter polyphenolics slowed tadpole development, leading to increased infection by increasing both their susceptibility to infection and the length of time they were exposed to parasites. Based on these results, recent shifts in forest composition towards more nitrogen‐poor litter species should decrease trematode infection in tadpoles via density‐ and trait‐mediated effects on the snail intermediate hosts. However, these shifts also involve increased abundance of litter species with high polyphenolic levels, which should increase trematode infection via trait‐mediated effects on tadpoles. Future studies will be needed to determine the relative strength of these opposing effects in natural wetland communities. [Correction added after online publication on 5 January 2017: wording changed to ‘which should increase trematode infection via trait‐mediated effects on tadpoles’.]",https://doi.org/10.1111/1365-2656.12613,0.06666666666666667,0.0,0.047619047619047616,0.5,0.11904761904761904
The role of leaf traits and bird-mediated insect predation on patterns of herbivory in a semiarid environment in central Mexico,"Background. In arid environments plants face aridity and herbivory, therefore it has been proposed that both are convergent selective forces. However the drivers of insect herbivory in these ecosystems remain poorly understood. Question. Does insect herbivory vary in two plant associations subject to different levels of aridity? To what extent differences in herbivory are determined either by foliar traits, or predation by birds? Study species. Citharexylum tetramerum, Viguiera pinnatilobata, and Solanum tridynamum. Study site. We compared two-plant associations: the mezquital with a closed canopy and wettest conditions and the tetechera a dry place with an open canopy at the Zapotitlán Valley, México. Methods. We evaluated leaf traits (N, C, water content, leaf strength and trichomes), herbivore insects abundance and the effects on herbivory when some predators are excluded. Results. Herbivory was higher in the drier site (tetechera) than in the more humid one (mezquital) in one year but not in the second one. In both plant associations herbivory increased when predators of herbivores were excluded. Plants in mezquital had more water and nitrogen content than plants in tetechera. The later had higher carbon concentration and carbon:nitrogen ratio, leaf strength and density of trichomes. Abundance of herbivore insects and insect predation were higher in the most arid site. Conclusions. Our results show that insect herbivory increases in the most arid site and that predation by birds plays a role as a driver of herbivory, while resistance to aridity seems to be the main driver of leaf structural characteristics.",https://doi.org/10.17129/botsci.812,0.06499999999999999,0.0,0.08333333333333333,0.3,0.2666666666666666
Mistletoe generates non‐trophic and trait‐mediated indirect interactions through a shared host of herbivore consumers,"Abstract Indirect interactions emerge among a wide range of herbivores sharing the same plant resource. Consumers usually belong to different trophic guilds, from folivores and sapsuckers to parasitic plants. We propose that mistletoes parasitizing pines could play a key role acting as herbivores on host pines and coming indirectly into competition with other herbivores feeding on the same host. Changes caused by mistletoes on its host have been well studied, but its effects running across trophic webs remain unrevealed. In this study, we investigate the effect of European mistletoe ( Viscum album subsp. austriacum ) on the host‐feeding herbivores via trait‐mediated indirect interactions (TMIIs) across their shared pine host ( Pinus nigra subsp. salzmannii ). We performed field and laboratory experiments, and analyzed the net effect of different mistletoe parasite loads on three host‐phytophagous species: the sapsucker Cinara pini (Aphididae), the winter folivore Thaumetopoea pityocampa (Thaumetopoeidae), and the summer folivore Brachyderes sp. (Curculionidae), all being members of different functional feeding groups (FFGs). We summarize the mistletoe–host–herbivore interactions by means of a TMII, where mistletoe parasitism causes non‐trophic links and detrimental indirect interactions on pine‐feeding herbivores across its shared host, suggesting a worsening of host quality as food. These indirect interactions vary according to three parameters. First, the intensity has a non‐proportional relation with parasite load, showing an impact threshold on highly parasitized pines. Second, the movement capacity of insect herbivores determines their response, by decreasing the abundance of herbivores with low movement ability (aphids and pine processionary caterpillars) while altering the behavior (plant selection) of more mobile herbivores (pine weevils). Finally, FFG determines the intensity of mistletoe parasitism effects, folivores being more responsive than sapsuckers. Overall, mistletoe generates non‐trophic interaction linkages in the forest able to modify community structure by becoming a nexus of the entire herbivore community of the pine canopy.",https://doi.org/10.1002/ecs2.2564,0.05294117647058824,0.0,0.0,0.29411764705882354,0.2352941176470588
Trait-mediated effects of predation risk: How does it influence forest bird-habitat relationships?,"Understanding animal-habitat relationships remains one of the key inquiries of ecology. In studying animal-habitat relationships, the traditional approach has adopted a resource-centered view, relying heavily on directly measuring attributes of a habitat itself. However, ecological constraints that may influence access to and limit the use of resources are equally important, but have received much less attention. In my dissertation, I attempted to test the role of predation risk, specifically the non-lethal form of predation risk acting via trait-mediated effects mechanisms, in influencing forest bird-habitat relationships as an ecological constraint, from three different angles. These angles pertained to: (1) the relevance of trait-mediated predation risk (TMPR) in birds’ response to habitat degradation; (2) the role of TMPR, particularly different types of TMPR (e.g., risk for adults versus for offspring), in influencing forest birds’
habitat selection, community assembly, and reproduction. I first assessed whether and to what extent habitat degradation alters the perception of predation risk (and hence TMPR) in understory forest birds in the tropical lowland rainforest of Sumatra, Indonesia (Chapter 2). In four forest locations that differed in the degree of habitat degradedness, I used playback techniques to induce the mobbing / inspection behavior of small-bodied understory forest birds, and quantified their behavioral intensity as a measure of their risk perception. I found that understory gleaning species had significantly increased perception of predation risk in degraded forest habitats, and such increase was at least partially attributable to forest vegetation changes. I then experimentally tested whether and to what extent TMPR altered (1) the habitat settlement decisions of forest breeding birds and in turn shaped the structure of the breeding bird community (Chapter 3), and (2) the reproductive output
and strategy of a focal forest bird species the Eastern bluebird Sialia sialis, and how such effects differed between risks to the adults versus to offspring (Chapter 4). I experimentally increased the level of perceived adult, offspring, or both adult and offspring predation risk for sandhill forest birds with playbacks of predator vocalizations, and studied birds’ responses from the perspectives of avian community structure and reproduction. I found that increased perception of predation risk tended to negatively affect the abundance, occurrence and / or detection probability of most prey forest birds in ways generally explainable by body size, and largely reduced community species richness and shifted community composition. I also found that increased perception of predation risk strongly influenced the reproduction of the focal species Eastern bluebird Sialia sialis, by impairing nesting performance and reducing reproductive output. Taken together, my findings demonstrated that:
(1) TMPR was likely involved in understory forest birds’ response to habitat degradation; (2) TMPR could strongly alter…",,0.0,0.15384615384615385,0.15384615384615385,0.7692307692307693,0.30769230769230765
Voles mediate functional trait diversity along a resource gradient,"Abstract Disentangling the effect of multiple ecological processes on plant trait composition is complicated by the fact that both top‐down and bottom‐up processes may affect similar traits. We examined the interacting role of resource variation and vole herbivory on functional trait patterns in an annual California grassland. We manipulated vole herbivory via exclosures at eight grassland sites along a steep resource gradient and measured plant composition and functional traits over 3 years. Plants with resource acquisitive functional traits were favoured at sites with increasing resources. Vole herbivory influenced community‐weighted mean (CWM) leaf nitrogen (N) and seed mass, suggesting these traits may mediate plant susceptibility to vole herbivory. After 3 years, CWM leaf N increased in the absence of the voles, as did CWM seed mass, although this increase in CWM seed mass only occurred at higher resource sites. Vole exclusion at high‐resources sites also increased the functional diversity of leaf N and seed mass by the end of the experiment. Overall, environmental filtering primarily structured the dominant plant trait strategies, but vole herbivory also influenced the functional diversity of traits that influence herbivore susceptibility, particularly at resource‐rich sites. Thus, habitat filtering and herbivory can operate on different dimensions of plant functional composition to influence the species and functional composition of communities. A free Plain Language Summary can be found within the Supporting Information of this article.",https://doi.org/10.1111/1365-2435.13686,0.0,0.4,0.16666666666666666,0.5,0.39999999999999997
Joint effects of female preference intensity and frequency‐dependent predation on the polymorphism maintenance in aposematic sexual traits,"Abstract Maintenance of variation in aposematic traits within and among populations is paradoxical because aposematic species are normally under positive frequency‐dependent predation (PFD), which is expected to erode variation. Aposematic traits can evolve in an ecological context where aposematic traits are simultaneously under mate choice. Here, we examine how the mate preference intensity affects the permissiveness of polymorphism in sexually selected aposematic traits under different PFD regimes. We use the haploid version of the classical sexual selection model and show that strong mate preferences can substantially increase the permissiveness of polymorphism in aposematic traits under different PFD regimes. The Fisher process can interact with PFD, and their interaction can promote the maintenance of polymorphism within populations when mate preferences are strong. We show that the same selective conditions that promote the maintenance of polymorphism within populations reduce the likelihood of divergence in aposematic traits among populations.",https://doi.org/10.1002/ece3.9356,0.0,0.0,0.05555555555555555,0.5,0.05555555555555555
Trait and density mediated indirect effects in a three trophic level aquatic system with Asellus aquaticus and Aeshna,Trait and density mediated indirect effects in a three trophic level aquatic system with Asellus aquaticus and Aeshna,,0.0,0.0,0.0,0.0,0.0
The Influence of Competition Trait-Mediated Effects on Intra-Guild Predation System,"Parasitism can affect the population dynamics in many ways, and its indirect effect is easy to be ignored, that is, it can weaken the host's behavior, physiology and psychology to affect the whole population. In this paper, we build a differential equation model by adding four parameters to study the influence of multiple competitive relationships on the predatorprey system, It includes the enhancement effect g of intraspecific competition and the enhancement effect h of interspecific competition between susceptible population and infected population, the weakening effect m of intraspecific competition and the weakening effect n of interspecific competition between susceptible population and infected population. Through the analysis, it can be concluded that a single g or m can promote the symbiosis of predator and prey, a single h has little effect on the population dynamics, and a single n is not conducive to the symbiosis; The fusion of g and h promotes coexistence, but the fusion of m and n is on the contrary; Interestingly, the combination of multiple regulatory parameters has a chemical effect on the survival of species, but the combination of g, m and h can inhibit coexistence, while the combination of g, m and n can promote coexistence. The reason is that the combination of parameters is not a simple addition of effects, but a prerequisite for mutual influence. To sum up, the research content provides a reference for considering the role of multiple factors, and provides theoretical guidance for explaining ecological phenomena and proving ecological conclusions.",https://doi.org/10.33140/jepr.03.02.07,0.0,0.0,0.0,0.2,0.2
"A fish-mediated trophic cascade on freshwater calanoid copepod abundance is concealed by food web fatty acid availability, functional traits and population sex ratio","We applied essential fatty acids as a biomarker to experimentally test the effects of a fish-mediated trophic cascade on calanoid copepod nutritional state and functional traits in north-temperate freshwater ponds. A whole-pond experiment was conducted where young-of-the-year brook trout (Salvelinus fontinalis) were introduced into three natural, fishless ponds with no previous history of fish introduction, and compared with four similar naturally fishless ponds. We unexpectedly found no effect of the fish-mediated trophic cascade on copepod population nutritional state and abundance, despite enhanced phytoplankton resources in fish-stocked ponds. While salmonids increased individual female copepod fecundity, the fish also reduced gravid copepod female abundance and altered copepod population sex ratios in favour of males. Fish predation likely influenced the overall nutritional state of calanoid copepod populations by expenditure of key lipids in male copepods through increased activity linked to female mate limitation, and selective predation on gravid female copepods. Therefore, the positive effects of the fish in enhancing the essential fatty acid content of phytoplankton communities via nutrient additions were not sufficient to over-ride the negative effects of fish predation on copepod population nutritional state and abundance.",https://doi.org/10.1093/plankt/fby002,0.0,0.0,0.0,0.5,0.1111111111111111
Mesocosm evidence for sandprawn-mediated shifts in pelagic resource ratios and phytoplankton traits,"Bentho-pelagic coupling is a key determinant of multifunctionality in marine ecosystems, influencing critical processes such as production and trophic dynamics. However, knowledge gaps regarding biotically mediated bentho-pelagic coupling limit our understanding of ecosystem responses to global change, and the functional significance of biota nested therein. This is especially relevant for endobenthic ecosystem engineers, which rank amongst the most dynamic of sediment and porewater manipulators in marine systems. Based on this rationale, we tested the consequences of ecosystem engineering by South African endobenthic deposit-feeding crustaceans (sandprawns) for pelagic microbial assemblages, to make inferences about bentho-pelagic coupling. Findings from a factorial 18-day mesocosm experiment indicated a density-dependent, sandprawn-induced decline in phytoplankton relative abundance, but negligible effects on bacterial groups. Picophytoplankton appeared more susceptible than nanophytoplankton to sandprawn density, since relative abundance of the former group declined more in the presence of sandprawns than the latter. By the end of the experiment, there was evidence of a trait shift in phytoplankton assemblages in response to sandprawn presence, with nanophytoplankton being more dominant in the presence of sandprawns. Our findings suggest that pelagic microbes may have differential susceptibilities to endobenthic deposit-feeders and provide useful information on pathways by which these engineers influence bentho-pelagic coupling. These pathways need further evaluation to better understand secondary food-web ramifications and ecosystem responses to global change.",https://doi.org/10.1016/j.ecss.2024.108874,0.0,0.0,0.0,0.5555555555555556,0.0
Predation by aquatic insects: species traits and habitat structure mediate predator-prey interactions,"In my thesis, I present results of experimental research on selective predation by aquatic insects, specifically on the role of predator and prey body size, microhabitat distribution, and selected behavioural traits on the strength of predator-prey interactions. The role of aquatic vegetation in mediating predator-prey interactions by providing refuges for prey or perching sites for predators was further addressed.",,0.0,0.0,0.0,0.5,1.0
Trophic cascades: the primacy of trait‐mediated indirect interactions,"Abstract Trophic cascades are textbook examples of predator indirect effects on ecological systems. Yet there is considerable debate about their nature, strength and overall importance. This debate stems in part from continued uncertainty about the ultimate mechanisms driving cascading effects. We present a synthesis of empirical evidence in support of one possible ultimate mechanism: the foraging‐predation risk trade‐offs undertaken by intermediary species. We show that simple trade‐off behaviour can lead to both positive and negative indirect effects of predators on plant resources and hence can explain considerable contingency on the nature and strength of cascading effects among systems. Thus, predicting the sign and strength of indirect effect simply requires knowledge of habitat and resource use by prey with regard to predators’ presence, habitat use and hunting mode. The synthesis allows us to postulate a hypothesis for new conceptualization of trophic cascades which is to be viewed as an ultimate trade‐off between intervening species. In this context, different predators apply different rules of engagement based on their hunting mode and habitat use. These different rules then determine whether behavioural effects persist or attenuate at the level of the food chain.",https://doi.org/10.1111/j.1461-0248.2003.00560.x,0.0,0.0,0.037037037037037035,0.5555555555555556,0.29629629629629634
Predation Risk Reverses the Potential Effects of Warming on Plant-Herbivore Interactions by Altering the Relative Strengths of Trait- and Density-Mediated Interactions,"Climate warming will initiate numerous changes in ecological community structure and function, and such high-level impacts derive from temperature-driven changes in individual physiology. Specifically, top-down control of plant biomass is sensitive to rising temperatures, but the direction of change depends on a complex interaction between temperature, predation risk, and predator thermal preference. Here, I developed an individual-based optimal foraging model of three trophic levels (primary producers, herbivores, and predators) to examine how warming affects top-down control of primary producers via both trait- and density-mediated indirect interactions (TMII and DMII). This model also factorially crossed warm- and cold-adapted herbivores and predators to determine how local adaptation modifies the effects of warming on food web interactions. Regardless of predator thermal preference, warming increased herbivore foraging effort and by extension predation rates. As a result, TMII declined in importance at high temperatures regardless of predator thermal adaptation. Finally, predation risk reduced herbivore fitness via both indirect (i.e., reduced herbivore size) and direct (i.e., reduced herbivore survival) pathways. These results suggest that, contrary to previous predictions, warming might stimulate primary productivity by reducing herbivore population sizes, releasing plants from immediate top-down control.",https://doi.org/10.1086/692605,0.0,0.0,0.0,0.625,0.29166666666666663
Functional traits mediate the effect of land use on drivers of community stability within and across trophic levels,"Understanding how land use affects temporal stability is crucial to preserve biodiversity and ecosystem functions. Yet, the mechanistic links between land-use intensity and stability-driving mechanisms remain unclear, with functional traits likely playing a key role. Using 13 years of data from 300 sites in Germany, we tested whether and how trait-based community features mediate the effect of land-use intensity on acknowledged stability drivers (compensatory dynamics, portfolio effect, and dominant species variability), within and across plant and arthropod communities. Trait-based plant features, especially the prevalence of acquisitive strategies along the leaf-economics spectrum, were the main land-use intensity mediators within and across taxonomic and trophic levels, consistently influencing dominant species variability. Functional diversity also mediated land-use intensity effects but played a lesser role. Our analysis discloses trait-based community features as key mediators of land-use effects on stability drivers, emphasizing the need to consider multi-trophic functional interactions to better understand complex ecosystem dynamics.",https://doi.org/10.1126/sciadv.adp6445,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.2222222222222222
Local adaptation in trait-mediated trophic cascades,"Predator-induced changes in prey foraging can influence community dynamics by increasing the abundance of basal resources via a trait-mediated trophic cascade. The strength of these cascades may be altered by eco-evolutionary relationships between predators and prey, but the role of basal resources has received limited attention. We hypothesized that trait-mediated trophic cascade strength may be shaped by selection from trophic levels above and below prey. Field and laboratory experiments used snails ( Nucella lapillus ) from two regions in the Gulf of Maine (GoM) that vary in basal resource availability (e.g. mussels), seawater temperature, and contact history with the invasive green crab, Carcinus maenas. In field and laboratory experiments, Nucella from both regions foraged on mussels in the presence or absence of green crab risk cues. In the field, Nucella from the northern GoM, where mussels are scarce, were less responsive to risk cues and more responsive to seawater temperature than southern Nucella. In the lab, however, northern Nucella foraged and grew more than southern snails in the presence of risk, but foraging and growth were similar in the absence of risk. We suggest that adaptation to basal resource availability may shape geographical variation in the strength of trait-mediated trophic cascades.",https://doi.org/10.1098/rspb.2023.2583,0.0,0.125,0.041666666666666664,0.5,0.375
How Do Trait-Mediated Non-lethal Effects of Predation Affect Population-Level Performance of Mosquitoes?,"Non-lethal, trait-mediated effects of predation impact prey behavior and life-history traits. Studying how these effects in turn influence prey demography is crucial to understand prey life-history evolution. Mosquitoes are important vectors that claim several million lives every year worldwide by transmitting a range of pathogens. Several ecological factors affect life-history traits of both larval and adult mosquitoes, creating effects that cascade to population-level consequences. Few studies have comprehensively explored the non-lethal effects of predation and its interactions with resources and competition on larval, adult, and population traits of mosquitoes. Understanding these interactions is important because the effects of predation are hypothesized to rescue prey populations from the effects of density-dependence resulting from larval competition. Aedes aegypti larvae reared at two different larval densities and subjected to three non-lethal predator treatments were monitored for survival, development time, and adult size through the larval stages to adult eclosion, and adult females were monitored for survival and reproduction through their first gonotrophic cycle. Intraspecific competition increased larval development time, yielded small-bodied adults, and reduced fecundity in individuals exposed to predatory chemical cues as larvae. Exposure to cues from a living predator affected both body size and latency to blood feed in females. Analysis of life-table traits revealed significant effects of competition on net reproductive rate (R0) of mosquitoes. The interaction between competition and predator treatments significantly affected the cohort rate of increase (r) and the index of performance (r'). The index of performance, which estimates rate of population change based on the size-fecundity relationship, was significantly and positively correlated with r, but overestimated r slightly. Lack of significant effect of predator treatments and larval density on cohort generation time (Tc) further suggests that the observed effects of treatments on r and r' were largely a consequence of the effects on R0. Also, the significant effects of treatment combinations on larval development time, adult body size and fecundity were ultimately manifested as effects on life-table traits estimated from adult survival and reproduction.",https://doi.org/10.3389/fevo.2019.00025,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.33333333333333337
Resource‐ and pollinator‐mediated selection on floral traits,"Summary Female reproductive success is predicted to be simultaneously limited by the availability of pollen and resources. Selection on floral traits results from both factors, but their relative importance and interaction is poorly understood. We increased nutrient and pollen availability of the orchid Dactylorhiza lapponica in a factorial experiment to quantify resource‐ and pollinator‐mediated selection on floral traits. Hand‐pollination increased female fitness (number of fruits × mean fruit mass) by 74% in both nutrient treatments, whereas nutrient addition did not significantly affect female fitness. There was selection for more flowers and longer spurs, and selection on spur length was significantly pollinator‐mediated and of similar strength across nutrient treatments (Δβ poll = 0·54 and Δβ poll_ NPK = 0·59). There was no statistically significant resource‐mediated selection. Nutrient addition increased flower size the following year, but did not affect flower or fruit production, or selection on any trait. The results demonstrate that D. lapponica does not increase flower production in response to nutrient addition, that the increase in female fitness in response to hand‐pollination is not resource limited, and suggest that natural resource variation does not influence selection on floral traits. The study illustrates that crossed manipulations of pollen and resources can clarify their relative importance for selection on floral traits. A Lay Summary is available for this article.",https://doi.org/10.1111/1365-2435.12757,0.0,0.0,0.03333333333333333,0.5,0.06666666666666667
Maternal Investment Influences Expression of Resource Polymorphism in Amphibians: Implications for the Evolution of Novel Resource-Use Phenotypes,"Maternal effects--where an individual's phenotype is influenced by the phenotype or environment of its mother--are taxonomically and ecologically widespread. Yet, their role in the origin of novel, complex traits remains unclear. Here we investigate the role of maternal effects in influencing the induction of a novel resource-use phenotype. Spadefoot toad tadpoles, Spea multiplicata, often deviate from their normal development and produce a morphologically distinctive carnivore-morph phenotype, which specializes on anostracan fairy shrimp. We evaluated whether maternal investment influences expression of this novel phenotype. We found that larger females invested in larger eggs, which, in turn, produced larger tadpoles. Such larger tadpoles are better able to capture the shrimp that induce carnivores. By influencing the expression of novel resource-use phenotypes, maternal effects may play a largely underappreciated role in the origins of novelty.",https://doi.org/10.1371/journal.pone.0009117,0.0,0.0,0.0,0.125,0.08333333333333333
