Title,DOI,Points
"Phase diagrams of the antiferromagnetic <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>X</mml:mi><mml:mi>Y</mml:mi></mml:mrow></mml:math> model on a triangular lattice with higher-order interactions",https://doi.org/10.1103/physreve.104.024134,0
Hypergraph geometry reflects higher-order dynamics in protein interaction networks,https://doi.org/10.1038/s41598-022-24584-w,0
Bose—Einstein Condensates in Optical Lattices with Higher-Order Interactions,https://doi.org/10.1088/0253-6102/57/4/13,0
Higher-order interaction of brain microstructural and functional connectome,https://doi.org/10.1101/2021.11.11.467196,0
Multitrophic higher-order interactions modulate species persistence,https://doi.org/10.1101/2021.11.18.469079,0
Phonon-Phonon Interactions in Strongly Bonded Solids: Selection Rules and Higher-Order Processes,https://doi.org/10.1103/physrevx.10.021063,0
Basis set dependence of higher-order correlation effects in π-type interactions,https://doi.org/10.1063/1.3671950,0
Molecular Collision Cross Section of the CHF<sub>3</sub>Molecule Due to Higher Order Interactions,https://doi.org/10.1238/physica.regular.061a00581,0
Programmed interactions in higher-order neural networks: Maximal capacity,https://doi.org/10.1016/0885-064x(91)90040-5,0
Interaction of laser-cooled<sup>87</sup>Rb atoms with higher order modes of an optical nanofibre,https://doi.org/10.1088/1367-2630/17/1/013026,0
HOI: A Python toolbox for high-performance estimation of Higher-Order Interactions from multivariate data,https://doi.org/10.21105/joss.07360,0
Graph embedding-based novel protein interaction prediction via higher-order graph convolutional network,https://doi.org/10.1371/journal.pone.0238915,0
"Kernel Method for Detecting Higher Order Interactions in multi-view Data: An Application to Imaging, Genetics, and Epigenetics",https://doi.org/10.48550/arxiv.1707.04368,0
Vegetation Isoline Equations with Higher Order Interaction Terms to Improve Accuracy in Retrieval of Vegetation Biophysical Parameters,https://doi.org/10.1109/igarss.2008.4779535,0
General Form for Interaction Measures and Framework for Deriving Higher-Order Emergent Effects,https://doi.org/10.3389/fevo.2018.00166,0
Higher-order interactions improve optimal collective dynamics on networks,,0
A Fast Lasso-Based Method for Inferring Higher-Order Interactions,https://doi.org/10.1101/2021.12.13.471844,0
"On the stability of competitive ecological communities with pairwise and
  higher-order interactions",https://doi.org/10.48550/arxiv.2501.09172,0
Role of higher order interactions on spiral waves in excitable media,https://doi.org/10.1103/physreve.110.064309,0
On Recovering Higher-order Interactions from Protein Language Models,https://doi.org/10.48550/arxiv.2405.06645,0
"Pinning control of chimera states in systems with higher-order
  interactions",https://doi.org/10.48550/arxiv.2409.02658,0
Deaf Students and Their Classroom Communication: An Evaluation of Higher Order Categorical Interactions Among School and Background Characteristics,https://doi.org/10.1093/deafed/enq034,0
A fast lasso-based method for inferring higher-order interactions,https://doi.org/10.1371/journal.pcbi.1010730,0
Complex Plant Process Trait Evaluation Through Decomposition of Higher-order Interaction: A Case Study in Acclimation Responses of Cold-climate Hybrid Grapevine Through Bilinear and Multiway Methods,https://doi.org/10.21273/jashs05157-21,0
Erratum: Simultaneous silence organizes structured higher-order interactions in neural populations,https://doi.org/10.1038/srep14893,0
"Interaction-induced lattices for bound states: Designing flat bands, quantized pumps, and higher-order topological insulators for doublons",https://doi.org/10.1103/physrevresearch.2.013348,0
Predicting Biomedical Interactions With Higher-Order Graph Convolutional Networks,https://doi.org/10.1109/tcbb.2021.3059415,0
Chromatin interaction networks and higher order architectures of eukaryotic genomes,https://doi.org/10.1002/jcb.23155,0
Higher Order Perturbation Expansion for Pairing Interaction in Repulsive Hubbard Model,https://doi.org/10.1143/jpsj.72.2053,0
Transition to synchronization in the adaptive Sakaguchi-Kuramoto model with higher-order interactions,https://doi.org/10.1103/physreve.110.064317,0
On the relative roles of higher-order nonlinearity and ionization in ultrafast light-matter interactions,https://doi.org/10.1364/ol.37.001604,0
Alternating Shrinking Higher-order Interactions for Sparse Neural Population Activity,https://doi.org/10.48550/arxiv.2308.13257,0
Information propagation in multilayer systems with higher-order interactions across timescales,https://doi.org/10.48550/arxiv.2312.06246,0
Higher order weak interactions and the equivalence principle,https://doi.org/10.1103/physrevd.52.5417,0
Higher order effects in dispersion interaction of atoms,https://doi.org/10.1080/00268978800100103,0
Higher-order mode interaction in planar periodic structures,https://doi.org/10.1049/ip-h-1.1984.0028,0
Higher order harmonic detection for exploring nonlinear interactions with nanoscale resolution,https://doi.org/10.1038/srep02677,0
On the role of higher-order correlation effects on the induction interactions between closed-shell molecules,https://doi.org/10.1039/b708483h,0
Dynamic Representation Learning with Temporal Point Processes for Higher-Order Interaction Forecasting,https://doi.org/10.48550/arxiv.2112.10154,0
Effect of hidden geometry and higher-order interactions on the synchronization and hysteresis behavior of phase oscillators on 5-clique simplicial assemblies,https://doi.org/10.1103/physreve.108.034309,0
Coexistence of multistable synchronous states in a three-oscillator system with higher-order interaction,https://doi.org/10.1103/physreve.110.034311,0
Higher Order Inclusion Complexes and Secondary Interactions Studied by Global Analysis of Calorimetric Titrations,https://doi.org/10.1021/ac202842s,0
EXTENDED LINEAR SIGMA MODEL IN HIGHER ORDER MESONIC INTERACTIONS,https://doi.org/10.1142/s0218301306003965,0
Beyond the Nucleosome: Nucleosome-Protein Interactions and Higher Order Chromatin Structure,https://doi.org/10.1016/j.jmb.2021.166827,0
MTA1 regulates higher‐order chromatin structure and histone H1‐chromatin interaction in‐vivo,https://doi.org/10.1016/j.molonc.2014.08.007,0
Interaction-enabled fractonic higher-order topological phases,https://doi.org/10.1103/physrevb.105.245122,0
Higher-order interactions shape collective dynamics differently in hypergraphs and simplicial complexes,https://doi.org/10.48550/arxiv.2203.03060,0
"The Telomere Capping Complex CST Has an Unusual Stoichiometry, Makes Multipartite Interaction with G-Tails, and Unfolds Higher-Order G-Tail Structures",https://doi.org/10.1371/journal.pgen.1003145,0
CVM calculations of BCC phase diagrams using higher order cluster interactions,https://doi.org/10.1051/jcp/1997941143,0
"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>B</mml:mi><mml:mo>(</mml:mo><mml:mi>E</mml:mi><mml:mn>2</mml:mn><mml:mo>)</mml:mo></mml:mrow></mml:math> anomaly cannot be explained with O(6) higher-order interactions",https://doi.org/10.1103/physrevc.107.064303,0
Hopf Bifurcations of Twisted States in Phase Oscillators Rings with Nonpairwise Higher-Order Interactions,https://doi.org/10.48550/arxiv.2310.15698,0
HIGHER-ORDER SPECTRAL ANALYSIS TO DETECT NONLINEAR INTERACTIONS IN MEASURED TIME SERIES AND AN APPLICATION TO CHUA’S CIRCUIT,https://doi.org/10.1142/s0218127493000039,0
Homeostasis in large networks of neurons through the Ising model - do higher order interactions matter?,https://doi.org/10.1186/1471-2202-14-s1-p166,0
Emergent Gene Expression Responses to Drug Combinations Predict Higher-Order Drug Interactions,https://doi.org/10.1016/j.cels.2019.10.004,0
High performance computing enabling exhaustive analysis of higher order single nucleotide polymorphism interaction in Genome Wide Association Studies,https://doi.org/10.1186/2047-2501-3-s1-s3,0
Developmentally regulated higher-order chromatin interactions orchestrate B cell fate commitment,https://doi.org/10.1093/nar/gkx722,0
Evolutionary effects of individual variation and dimensionality of higher-order interactions on robustness of species coexistence,https://doi.org/10.1101/2022.12.22.521465,0
Existence and blow‐up behavior of standing waves for the Gross–Pitaevskii functional with a higher order interaction,https://doi.org/10.1002/mma.6434,0
Acoustic Higher‐Order Topological Insulators Induced by Orbital‐Interactions,https://doi.org/10.1002/adma.202312421,0
"Detailed investigation of dynamic of Bose–Einstein condensation with two, three body and higher-order interactions",https://doi.org/10.1142/s0217979221500880,0
Higher order hydrodynamic interactions in the calculation of polymer transport properties,https://doi.org/10.1002/polb.1993.090311212,0
"Interactions of Histones with DNA: Nucleosome Assembly, Stability, Dynamics, and Higher Order Structure",https://doi.org/10.1002/9780470286364.ch6,0
SIMULTANEOUS EQUATIONS MODELS WITH HIGHER-ORDER SPATIAL OR SOCIAL NETWORK INTERACTIONS,https://doi.org/10.1017/s026646662200007x,0
"Higher-order effects, continuous species interactions, and trait evolution shape microbial spatial dynamics",https://doi.org/10.1073/pnas.2020956119,0
Structure of higher-order interactions in social-ecological networks through Q-analysis of their neighbourhood and clique complex,https://doi.org/10.1371/journal.pone.0306409,0
Crystal model for energy-transfer processes in organized media: Higher-order electric multipolar interactions,https://doi.org/10.1103/physrevb.60.8575,0
Higher-Order Interactions in Phase Oscillator Networks through Phase Reductions of Oscillators with Phase Dependent Amplitude,https://doi.org/10.48550/arxiv.2305.04277,0
Trends of higher-order exchange interactions in transition metal trilayers,https://doi.org/10.1103/physrevb.104.024420,0
The Impact of Higher-Order Interactions on the Synchronization of Hindmarsh-Rose Neuron Maps under Different Coupling Functions,https://doi.org/10.20944/preprints202305.1416.v1,0
An Evolutionary Analysis of Higher-Order Interaction Collaborative Innovation Networks in China's New Energy Vehicle Industry,https://doi.org/10.20944/preprints202306.0627.v1,0
Linearized second law of black hole thermodynamics for gravitational theory with higher-order interactions of matter fields,https://doi.org/10.1103/physrevd.108.064053,0
Computing ground states of Bose-Einstein Condensates with higher order interaction via a regularized density function formulation,https://doi.org/10.48550/arxiv.1908.09096,0
Multi-Scale Higher-Order Dependencies (MSHOD): Higher-Order Interactions Mining and Key Nodes Identification for Global Liner Shipping Network,https://doi.org/10.3390/jmse12081305,0
Scaled higher-order correlation energies: In pursuit of the complete basis set full configuration interaction limit,https://doi.org/10.1063/1.1351882,0
Multisensory perceptual interactions between higher-order temporal frequency signals.,https://doi.org/10.1037/xge0000513,0
A confirmatory composite analysis for the Italian validation of the interactions anxiousness scale: a higher-order version,https://doi.org/10.1007/s41237-021-00151-x,0
"MAXWELL BRANE COSMOLOGY WITH HIGHER-ORDER STRING CURVATURE CORRECTIONS, A NONMINIMALLY COUPLED SCALAR FIELD, DARK MATTER–DARK ENERGY INTERACTION AND A VARYING SPEED OF LIGHT",https://doi.org/10.1142/s0218271809014431,0
Higher order terms of the nonlinear forces in plasmas with collisions at laser interaction,https://doi.org/10.1088/0032-1028/22/12/001,0
Random interactions in higher order neural networks,https://doi.org/10.1109/18.179374,0
An Extension of the Theory of Line Broadening by Neutral Atoms to Higher Order Terms in the Interaction Potential,https://doi.org/10.1086/150657,0
Interaction Solutions for (1+1)-Dimensional Higher-Order Broer—Kaup System,https://doi.org/10.1088/0253-6102/66/5/479,0
Higher order dilaton interactions in the nearly conformal limit of the Standard Model,https://doi.org/10.1016/j.physletb.2012.08.054,0
Programmed interactions in higher-order neural networks: The outer-product algorithm,https://doi.org/10.1016/0885-064x(91)90030-2,0
Interaction between GABA<sub>A</sub> receptor subunit intracellular loops: implications for higher order complex formation,https://doi.org/10.1046/j.1471-4159.2002.01222.x,0
Higher-order effective interactions for bosons near a two-body zero crossing,https://doi.org/10.1103/physreva.103.033326,0
Interactions of higher order tip effects in critical dimension-AFM linewidth metrology,https://doi.org/10.1116/1.4919090,0
A Network of Interdependent Molecular Interactions Describes a Higher Order Nrd1-Nab3 Complex Involved in Yeast Transcription Termination,https://doi.org/10.1074/jbc.m113.516765,0
SU(2) Higher-order effective quark interactions from polarization,https://doi.org/10.1016/j.physletb.2016.08.060,0
Translational drag coefficients of assemblies of spheres with higher-order hydrodynamic interactions,https://doi.org/10.1063/1.448148,0
KARR-seq reveals cellular higher-order RNA structures and RNA–RNA interactions,https://doi.org/10.1038/s41587-023-02109-8,0
Higher Order Leptonic Weak Interactions,https://doi.org/10.1103/physrev.133.b1299,0
Meta-analysis using new methods for three-stressor combinations reveal substantial higher-order interactions and emergent properties,https://doi.org/10.22541/au.165045980.04276043/v1,0
Meta-analysis using new methods for three-stressor combinations reveal substantial higher-order interactions and emergent properties,https://doi.org/10.1101/2022.04.15.488520,0
"Interaction<i>In Vitro</i>of Type III Intermediate Filament Proteins with Higher Order Structures of Single-Stranded DNA, Particularly with G-Quadruplex DNA",https://doi.org/10.1089/dna.2005.24.85,0
Constructing higher-order miRNA-mRNA interaction networks in prostate cancer via hypergraph-based learning,https://doi.org/10.1186/1752-0509-7-47,0
Higher-Order Spectral Analysis to Identify Quadratic Nonlinearities in Fluid-Structure Interaction,https://doi.org/10.1155/2018/2394124,0
"Erratum: “Controlling species densities in structurally perturbed intransitive cycles with higher-order interactions” [Chaos 32(10), 103122 (2022)]",https://doi.org/10.1063/5.0150932,0
Sparsity of higher-order landscape interactions enables learning and prediction for microbiomes,https://doi.org/10.1073/pnas.2307313120,0
Analysis of nonlinear vibration-interaction using higher order spectra to diagnose aerospace system faults,https://doi.org/10.1109/aero.2012.6187370,0
"Problem-based learning blended with online interaction to improve motivation, scientific communication and higher order thinking skills of high school students",https://doi.org/10.1063/1.5094001,0
AutoHash: Learning Higher-order Feature Interactions for Deep CTR Prediction,https://doi.org/10.1109/tkde.2020.3016482,0
Higher order interelectronic-interaction correctionsto the ground-state hyperfine splitting in lithiumlike ions,https://doi.org/10.1139/p00-060,0
The temporal dynamics of group interactions in higher-order social networks,https://doi.org/10.1038/s41467-024-50918-5,0
A higher-order nonlinear interaction among spectral components,https://doi.org/10.1063/1.862724,0
"Higher-order interfiber interactions in the self-assembly of benzene-1,3,5-tricarboxamide-based peptides in water",https://doi.org/10.1039/d1py00304f,0
HORI: a web server to compute Higher Order Residue Interactions in protein structures,https://doi.org/10.1186/1471-2105-11-s1-s24,0
Higher-order statistical correlations in three-particle quantum systems with harmonic interactions,https://doi.org/10.1103/physreva.101.042105,0
Higher-order long-range interactions between rare gas and hydrogen atoms,https://doi.org/10.1063/1.1682573,0
Boosting Classroom Interaction Based on Higher Order Thinking Skills (HOTS) in English Learning for Beginners,https://doi.org/10.26858/ijole.v5i1.15211,0
Higher order genetic interactions switch cancer genes from two-hit to one-hit drivers,https://doi.org/10.1038/s41467-021-27242-3,0
Distinct interactions stabilize EGFR dimers and higher-order oligomers in cell membranes,https://doi.org/10.1016/j.celrep.2023.113603,0
Personal narrative as a “breeding ground” for higher-order thinking talk in early parent–child interactions.,https://doi.org/10.1037/dev0001166,0
Solitary wave interaction for a higher-order nonlinear Schrödinger equation,https://doi.org/10.1093/imamat/hxl034,0
"A symmetric modal formulation of fluid-structure interaction, including a static approximation to higher order fluid modes",,0
Higher-order triplet interaction in energy-level modeling of excited-state absorption for an expanded porphyrin cadmium complex,https://doi.org/10.1364/josab.22.000852,0
Attend and Interact: Higher-Order Object Interactions for Video Understanding,https://doi.org/10.48550/arxiv.1711.06330,0
"Competition of Dzyaloshinskii-Moriya and Higher-Order Exchange Interactions in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>Rh</mml:mi><mml:mo>/</mml:mo><mml:mi>Fe</mml:mi></mml:mrow></mml:math> Atomic Bilayers on Ir(111)",https://doi.org/10.1103/physrevlett.120.207201,0
"To construct lumps, breathers and interaction solutions of arbitrary higher-order for a (4 + 1)-dimensional Fokas equation",https://doi.org/10.1142/s0217984920502218,0
Multiple-Pole soliton interactions in optical fibres with higher-order effects,https://doi.org/10.1080/09500340408235537,0
Soliton dynamics for quantum systems with higher-order dispersion and nonlinear interaction,https://doi.org/10.1063/5.0008682,0
Measuring Higher-Order Cognitive Skills in Collective Interactions with Computer Game,https://doi.org/10.17759/chp.2021170209,0
Beam Interactions With Surface Waves and Higher Order Modes in Oversized G-band Slow-Wave Structure,https://doi.org/10.1109/tps.2016.2514380,0
Interaction and higher order effects of factors affecting the performance of microfinancing institutions,https://doi.org/10.1108/ijse-12-2014-0251,0
"Determination of the contribution of pair, triplet, and higher-order multiplet interactions to the excess free energy of mixing in mixed electrolyte solutions",https://doi.org/10.1021/j100248a013,0
Electron Waiting Times in a Strongly Interacting Quantum Dot: Interaction Effects and Higher-Order Tunneling Processes,https://doi.org/10.1103/physrevlett.127.096803,0
The effect of anisotropic higher order dispersive interactions on the conformational stabilities of argon clusters,https://doi.org/10.1063/1.440930,0
Photo-responsive azobenzene interactions promote hierarchical self-assembly of collagen triple-helical peptides to various higher-order structures,https://doi.org/10.1039/d0ra02906h,0
"Nonlinear self-dual network equations: modulation instability, interactions of higher-order discrete vector rational solitons and dynamical behaviours",https://doi.org/10.1098/rspa.2020.0512,0
Absolutely Local Excited Orbitals in the Higher Order Perturbation Expansion for the Molecular Interaction,https://doi.org/10.1021/jp805883c,0
A Transcriptomic Analysis of Higher-Order Ecological Interactions in a Eukaryotic Model Microbial Ecosystem,https://doi.org/10.1128/msphere.00436-22,0
"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>X</mml:mi><mml:mi>Y</mml:mi></mml:mrow></mml:math> model with competing higher-order interactions",https://doi.org/10.1103/physreve.105.034129,0
Pairwise and higher-order measures of brain-heart interactions in children with temporal lobe epilepsy,https://doi.org/10.1088/1741-2552/ac7fba,0
Implicit and Explicit Higher-Order Time Integration Schemes for Fluid-Structure Interaction Computations,https://doi.org/10.1615/intjmultcompeng.v4.i2.60,0
Higher-order corrections to the axisymmetric interactions of nearly touching spheres,https://doi.org/10.1063/1.857497,0
General higher—order breathers and rogue waves in the two‐component long‐wave–short‐wave resonance interaction model,https://doi.org/10.1111/sapm.12523,0
Detecting Higher Order Genomic Variant Interactions with Spectral Analysis,https://doi.org/10.23919/eusipco.2019.8902725,0
Nonlinear parametric interaction and higher-order squeezing in coherent population trapping,https://doi.org/10.1209/0295-5075/108/54007,0
Dynamical Structures of Multi-Solitons and Interaction of Solitons to the Higher-Order KdV-5 Equation,https://doi.org/10.3390/sym15030626,0
Higher-order electric multipole contributions to retarded non-additive three-body dispersion interaction energies between atoms: Equilateral triangle and collinear configurations,https://doi.org/10.1063/1.4849757,0
Epithelial Cells in 2D and 3D Cultures Exhibit Large Differences in Higher-Order Genomic Interactions,https://doi.org/10.1016/j.gpb.2020.06.017,0
Predicting Higher Order Links in Social Interaction Networks,https://doi.org/10.1109/tcss.2023.3293075,0
Evaluation of the effect of modal interaction higher than 2&lt;sup&gt;nd&lt;/sup&gt; order in small-signal analysis,https://doi.org/10.1109/pes.2009.5275709,0
"Higher-Order Simulations of Droplet-Shock Interaction, Aerobreakup and Impingement at High Mach Numbers",https://doi.org/10.2514/6.2023-2305,0
Higher Order Core Polarization Contributions to the Effective Interaction in <sup>42</sup>Ca – <sup>42</sup>Sc,https://doi.org/10.1139/p73-297,0
Observation of second- and higher-order electric quadrupole interactions with an atomic ion,https://doi.org/10.1103/physrevresearch.3.l032032,0
Predicting Higher Order Structural Feature Interactions in Variable Systems,https://doi.org/10.1109/icsme.2018.00035,0
"Magnetic Structure, Phase Diagram, and a New Type of Spin-Flop Transition Dominated by Higher Order Interaction in a Localized<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mn>5</mml:mn><mml:mi>f</mml:mi></mml:math>System<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi mathvariant=""normal"">U</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">P</mml:mi><mml:mi mathvariant=""normal"">d</mml…",https://doi.org/10.1103/physrevlett.89.077202,0
Higher order scaffoldin assembly in Ruminococcus flavefaciens cellulosome is coordinated by a discrete cohesin-dockerin interaction,https://doi.org/10.1038/s41598-018-25171-8,0
"Chiral magnetism in lithium-decorated monolayer <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msub><mml:mi>CrTe</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:math> : Interplay between Dzyaloshinskii-Moriya interaction and higher-order interactions",https://doi.org/10.1103/physrevb.109.214405,0
Fluid-structure interaction simulations: Efficient higher order time integration of partitioned systems,,0
Hidden suppressive interactions are common in higher-order drug combinations,https://doi.org/10.1016/j.isci.2021.102355,0
Higher Order AMMI (HO-AMMI) analysis: A novel stability model to study genotype-location interactions,https://doi.org/10.31742/ijgpb.82.1.4,0
Designing Ising machines with higher order spin interactions and their application in solving combinatorial optimization,https://doi.org/10.1038/s41598-023-36531-4,0
Monte Carlo simulation of the effects of higher-order anisotropy on the spin reorientation transition in the two-dimensional Heisenberg model with long-range interactions,https://doi.org/10.1103/physrevb.87.184417,0
S=1 axial next-nearest neighbour Ising (ANNNI) model with higher order spin interaction,https://doi.org/10.1088/0305-4470/26/8/010,0
Higher Order Spin Interaction and Anisotropy Energy in the Antiferromagnetic Structures of the Pyrite Type Crystal,https://doi.org/10.1143/jpsj.50.774,0
Synchronization in a higher-order neuronal network with blinking interactions,https://doi.org/10.1140/epjs/s11734-024-01160-z,0
Epi-MEIF: detecting higher order epistatic interactions for complex traits using mixed effect conditional inference forests,https://doi.org/10.1093/nar/gkac715,0
Locally Anisotropic Interactions: III. Higher Order Anisotropic Supergravity,https://doi.org/10.48550/arxiv.hep-th/9607196,0
Triadic Approximation Reveals the Role of Interaction Overlap on the Spread of Complex Contagions on Higher-Order Networks,https://doi.org/10.1103/physrevlett.132.077401,0
Locally Anisotropic Interactions: I. Nonlinear Connections in Higher Order Anisotropic Superspaces,https://doi.org/10.48550/arxiv.hep-th/9607194,0
Influence of asymmetric long-range interactions on corner states in photonic higher-order topological insulators,https://doi.org/10.1103/physreva.107.043503,0
Abnormal higher-order network interactions in Parkinson’s disease visual hallucinations,https://doi.org/10.1093/brain/awad305,0
Interactional solutions of the extended nonlinear Schrödinger equation with higher-order operators,https://doi.org/10.1080/00207160.2022.2025784,0
From DNA human sequence to the chromatin higher order organisation and its biological meaning: Using biomolecular interaction networks to understand the influence of structural variation on spatial genome organisation and its functional effect,https://doi.org/10.1016/j.semcdb.2021.08.007,0
DANGO: Predicting higher-order genetic interactions,https://doi.org/10.1101/2020.11.26.400739,0
Interaction of Lower and Higher Order Hamiltonian Resonances,https://doi.org/10.1142/s0218127418500979,0
Higher order interelectronic-interaction correctionsto the ground-state hyperfine splitting in lithiumlike ions,https://doi.org/10.1139/cjp-78-7-701,0
Bipartite centrality diffusion: Mining higher-order network structures via motif-vertex interactions,https://doi.org/10.1209/0295-5075/120/28003,0
Interaction-driven first-order and higher-order topological superconductivity,https://doi.org/10.1103/physrevb.109.l180509,0
Dynamical interactions between higher-order rogue waves and various forms of n-soliton solutions (n → ∞) of the (2+1)-dimensional ANNV equation,https://doi.org/10.1088/1674-1056/aba612,0
Weak C–H···π and C–H···F Interactions Form Higher-Order Supramolecular Structures in Cytosine and Uracil (<i>Z</i>)-4′-Benzamido-2′-butenyl Derivatives,https://doi.org/10.1021/cg300774d,0
Higher‐Order Structures Based on Molecular Interactions for the Formation of Natural and Artificial Biomaterials,https://doi.org/10.1002/cbic.201800824,0
Discontinuous classical ground state magnetic response as an even–odd effect in higher order rotationally invariant exchange interactions,https://doi.org/10.1088/2399-6528/aa95db,0
Scalable Nonparametric Prescreening Method for Searching Higher-Order Genetic Interactions Underlying Quantitative Traits,https://doi.org/10.1534/genetics.119.302658,0
Higher Order Mode Interaction in Nonreciprocal Periodic Structures,https://doi.org/10.1109/tmtt.1982.1131142,0
Exact Higher-Order Sensitivity and Variation of Earthquake Energy Input in Soil-Structure Interaction System,https://doi.org/10.1260/136943306778827574,0
Evolutionary graph theory beyond pairwise interactions: Higher-order network motifs shape times to fixation in structured populations,https://doi.org/10.1371/journal.pcbi.1011905,0
Exploration of a Kilowatt-Level Terahertz Amplifier Based on Higher-Order Mode Interaction,https://doi.org/10.1109/ted.2022.3190807,0
Solitary vortex dynamics of two-dimensional harmonically trapped Bose-Einstein condensates with higher-order nonlinear interactions,https://doi.org/10.1063/1.5042672,0
Optical trapping in the presence of higher order mode sources and interactions,https://doi.org/10.1088/2040-8978/16/11/114024,0
Fundamental interactions in self-organised critical dynamics on higher order networks,https://doi.org/10.1140/epjb/s10051-024-00705-4,0
Locally Anisotropic Interactions: II. Torsions and Curvatures of Higher Order Anisotropic Superspaces,https://doi.org/10.48550/arxiv.hep-th/9607195,0
Advanced higher-order one-dimensional models for fluid-structure interaction analysis,,0
Sparsity of higher-order landscape interactions enables learning and prediction for microbiomes,https://doi.org/10.1101/2023.04.12.536602,0
Model for Higher-Order Weak Interactions,https://doi.org/10.1103/physrev.186.1477,0
A Recommendation Strategy Integrating Higher-Order Feature Interactions With Knowledge Graphs,https://doi.org/10.1109/access.2022.3220322,0
"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>S</mml:mi></mml:math>-Matrix Theory and Higher Order Corrections to the Weak Interactions",https://doi.org/10.1103/physrev.140.b1570,0
Bias-Variance Trade-Off in Hierarchical Probabilistic Models Using Higher-Order Feature Interactions,https://doi.org/10.1609/aaai.v33i01.33014488,0
Higher-order clinical risk factor interaction analysis for overall mortality in maintenance hemodialysis patients,https://doi.org/10.1177/2040622320949060,0
Effect of Higher Order Weak Interactions on the Production Cross Section of Intermediate Bosons by Neutrinos,https://doi.org/10.1103/physrevlett.11.395,0
Higher‐order species interactions cause time‐dependent niche and fitness differences: Experimental evidence in plant‐feeding arthropods,https://doi.org/10.1111/ele.14428,0
Higher-Order Terms in the Current-Current Theory of Weak Interactions,https://doi.org/10.1103/physrevd.3.559,0
Higher-order topological superconductivity from repulsive interactions in kagome and honeycomb systems,https://doi.org/10.48550/arxiv.2108.10897,0
Nonlocal symmetries and interaction solutions of the (2+1)-dimensional higher order Broer-Kaup system,https://doi.org/10.7498/aps.65.240202,0
Cell-type specific regulator RBPMS switches alternative splicing via higher-order oligomerization and heterotypic interactions with other splicing regulators,https://doi.org/10.1093/nar/gkad652,0
Magnetic phase diagram of the S=1 axial next-nearest-neighbour Ising (ANNNI) model with higher-order spin interaction,https://doi.org/10.1088/0305-4470/27/8/007,0
"Unified Treatment of Dynamical Processes on Generalized Networks: Higher-Order, Multilayer, and Temporal Interactions",,0
Strong interaction of arbitrary fields of sound and light: Application to higher-order Bragg imaging,https://doi.org/10.1063/1.355767,0
Higher-order time-stepping schemes for fluid-structure interaction problems,https://doi.org/10.3934/dcdsb.2020229,0
Investigating the four-level inquiry continuum on college students' higher order thinking and peer interaction tendencies,https://doi.org/10.1504/ijil.2021.118192,0
Higher order modal interactions in conical power combiners,https://doi.org/10.1109/iceaa.2012.6328647,0
HIGHER-ORDER STATISTICS FOR STOCHASTIC ELECTROMAGNETIC INTERACTIONS: APPLICATIONS TO A THIN-WIRE FRAME,https://doi.org/10.2528/pierb12042104,0
Multiple-pole soliton interactions in optical fibres with higher-order effects,https://doi.org/10.1080/09500340310001620484,0
Beyond pairwise: Higher-order physical interactions affect phase separation in multicomponent liquids,https://doi.org/10.1103/physrevresearch.6.033002,0
Higher-order terms in the magnetic interaction of an ion in a solid,https://doi.org/10.1103/physrevb.25.1965,0
Effects of higher-order Casimir-Polder interactions on Rydberg atom spectroscopy,https://doi.org/10.1103/physrevresearch.6.l022035,0
"Finite Higher-Order Weak and Electromagnetic Corrections to the Strangeness-Conserving Hadronic<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>β</mml:mi></mml:math>Decay in Weinberg's Theory of Weak Interactions",https://doi.org/10.1103/physrevd.6.1803,0
Optical demultiplexing with extinction ratio enhancement based on higher order parametric interaction,,0
Degeneration of N-solitons and interaction of higher-order solitons for the (2+1)-dimensional generalized Hirota-Satsuma-Itoequation,https://doi.org/10.1088/1402-4896/acc285,0
Higher-order derivatives in the interaction,,0
Strong and weak interactions of rational vector rogue waves and solitons to any<i>n</i>-component nonlinear Schrödinger system with higher-order effects,https://doi.org/10.1098/rspa.2021.0670,0
Numerical Simulation of Interaction of Sonic Jet with High Speed Flow over a Blunt Body using Solution Mapped Higher Order Accurate AUSM+-UP Based Flow Solver,https://doi.org/10.36884/jafm.3.01.11875,0
Study of the higher-order correlation functions of number fluctuations in simple fluids with radial many-body interactions,https://doi.org/10.1051/jphys:0198100420100137300,0
