Title,Abstract,DOI,Score
Transformation of Astrocytes to a Neuroprotective Phenotype by Microglia via P2Y1 Receptor Downregulation,"Microglia and astrocytes become reactive following traumatic brain injury (TBI). However, the coordination of this reactivity and its relation to pathophysiology are unclear. Here, we show that microglia transform astrocytes into a neuroprotective phenotype via downregulation of the P2Y1 purinergic receptor. TBI initially caused microglial activation in the injury core, followed by reactive astrogliosis in the peri-injured region and formation of a neuroprotective astrocyte scar. Equivalent changes to astrocytes were observed in vitro after injury. This change in astrocyte phenotype resulted from P2Y1 receptor downregulation, mediated by microglia-derived cytokines. In mice, astrocyte-specific P2Y1 receptor overexpression (Astro-P2Y1OE) counteracted scar formation, while astrocyte-specific P2Y1 receptor knockdown (Astro-P2Y1KD) facilitated scar formation, suggesting critical roles of P2Y1 receptors in the transformation. Astro-P2Y1OE and Astro-P2Y1KD mice showed increased and reduced neuronal damage, respectively. Altogether, our findings indicate that microglia-astrocyte interaction, involving a purinergic signal, is essential for the formation of neuroprotective astrocytes.",https://doi.org/10.1016/j.celrep.2017.04.047,0
The CYP2D6 Poor Metabolizer Phenotype May Be Associated With Risperidone Adverse Drug Reactions and Discontinuation,"Article AbstractObjective: The cytochrome P450 2D6 (CYP2D6) enzyme metabolizes risperidone. CYP2D6 poor metabolizers have no CYP2D6 activity (7% of whites and 1%-2% of other races). This study tested whether the CYP2D6 poor metabolizer phenotype was associated with adverse drug reactions (ADRs) and discontinuation due to ADRs. Method: Adult inpatients and outpatients were recruited from July 2000 to March 2003 including (1) 325 who were stabilized on risperidone therapy and classified as either expressing moderate-to-marked ADRs (22%, 73/325) or not (78%, 252/325) and (2) 212 who discontinued risperidone and were classified as discontinued due to ADRs (38%, 81/212) or for other reasons (62%, 131/212). Genetic tests were performed by allele-specific polymerase chain reaction and/or by the AmpliChip CYP450 microarray system for up to 34 separate CYP2D6 alleles. Two logistic regression models with dependent variables (moderate-to-marked ADRs while taking risperidone and risperidone discontinuation due to ADRs) were evaluated with respect to the CYP2D6 phenotype. Results: The odds ratios (ORs) and 95% confidence intervals (CIs) for the CYP2D6 poor metabolizer phenotype in the univariate analyses and after correcting for clinical variables were (1) OR = 3.1 (CI = 1.4 to 7.0) and 3.4 (CI = 1.5 to 8.0) for moderate-to-marked ADRs on risperidone and (2) OR = 3.0 (CI = 0.85 to 10.6) and 6.0 (CI = 1.4 to 25.4) for discontinuation due to ADRs. Conclusions: The CYP2D6 poor metabolizer phenotype appears to be associated with risperidone ADRs and discontinuation due to ADRs; however, this finding requires further study in larger patient populations. The CYP3A5 and p-glycoprotein exon 21 and 26 genotypes were not significantly associated with risperidone response.",https://doi.org/10.4088/jcp.v66n0103,0
Autosomal dominant cerebellar phenotypes,"The dominantly inherited ataxias comprise a series of clinical phenotypes that include ataxia, dysarthria, dysmetria, and intention tremor resulting from the involvement of the cerebellum and its afferent and efferent pathways. These inherited ataxias occur commonly throughout the world and represent an area of intense neurologic research. Although the clinical manifestations and neuropathologic findings of cerebellar disease are predominant, there may be characteristic changes in the basal ganglia, brainstem, spinal cord, optic nerves, retina, and peripheral nerve. In large families with dominantly inherited disease, there are many gradations, from pure cerebellar manifestations to mixed cerebellar and brainstem disorders, cerebellar and basal ganglia syndromes, and spinal cord or peripheral nerve disease. Rarely, dementia may be present as well. The clinical picture may be consistent within a family with dominantly inherited ataxia, but on occasion there is a characteristic syndrome in the majority of affected family members and an entirely different phenotype in one or several members. For these reasons, I suggested in 1990 [1] that for the autosomal dominant phenotypes, the genotype would be required to settle the issue of disease assignment and classification.

Neurologists have written extensively as to the appropriateness of various classifications and have debated, often passionately at meetings, the uniqueness and placement of newly evaluated families with inherited cerebellar disease. Categories of disease abound, therein satisfying the needs of selective investigators to be either unifiers or splitters, often based on quite arbitrary factors [1]. Scholarly, yet divergent, classifications of dominantly inherited syndromes have been formulated by Greenfield, [2] Konigsmark and Weiner, [3] Harding, [4] and the World Federation of Neurology Study Group on Cerebellar Ataxias (unpublished, 1993). Harding [4] separates the autosomal dominant cerebellar ataxias (ADCAs) into type I and type II, in which ataxia is combined to a varying degree with pyramidal and extrapyramidal signs …",https://doi.org/10.1212/wnl.45.1.1,0
Development of the short version of the spielberger state—trait anxiety inventory,"The Spielberger State-Trait Anxiety Inventory (STAI) has been widely used to measure the state and trait components of anxiety. We sought to develop a short, yet reliable and valid form of these scales for use in circumstances where the full‐form is not feasible. We abbreviated the scales using item response theory analyses to retain the items that could discriminate the best among participants. One sample (N = 922) completed the state scale, a second sample (N = 2227) completed the trait scale, while a third sample (N = 250) completed the short forms. Our participants completed the Hungarian version of STAI alongside other measures to observe external validity. We calculated cut-off scores for the state (>9.5,) and trait (>13.5) scales. A total of 19.5% and 20.1% of the respondents reached the cut-off scores. The five-item short forms of STAI had sound psychometric properties that are comparable to those obtained on the full-form. The external validity of the scales is also demonstrated. We report detailed descriptive statistics that could be used in further studies as standards. The short scales are reliable measures that could be used in clinical screening and behavioural research; especially where practical considerations preclude the use of a longer questionnaire.",https://doi.org/10.1016/j.psychres.2020.113223,0
Nitrogen fixation island and rhizosphere competence traits in the genome of root-associated <i>Pseudomonas stutzeri</i> A1501,"The capacity to fix nitrogen is widely distributed in phyla of Bacteria and Archaea but has long been considered to be absent from the Pseudomonas genus. We report here the complete genome sequencing of nitrogen-fixing root-associated Pseudomonas stutzeri A1501. The genome consists of a single circular chromosome with 4,567,418 bp. Comparative genomics revealed that, among 4,146 protein-encoding genes, 1,977 have orthologs in each of the five other Pseudomonas representative species sequenced to date. The genome contains genes involved in broad utilization of carbon sources, nitrogen fixation, denitrification, degradation of aromatic compounds, biosynthesis of polyhydroxybutyrate, multiple pathways of protection against environmental stress, and other functions that presumably give A1501 an advantage in root colonization. Genetic information on synthesis, maturation, and functioning of nitrogenase is clustered in a 49-kb island, suggesting that this property was acquired by lateral gene transfer. New genes required for the nitrogen fixation process have been identified within the nif island. The genome sequence offers the genetic basis for further study of the evolution of the nitrogen fixation property and identification of rhizosphere competence traits required in the interaction with host plants; moreover, it opens up new perspectives for wider application of root-associated diazotrophs in sustainable agriculture.",https://doi.org/10.1073/pnas.0801093105,0
Genome Screen for Asthma and Related Phenotypes in the French EGEA Study,"A genome-wide search was conducted in 107 nuclear families with at least two siblings with asthma, as part of the French EGEA study. A two-stage analysis strategy was applied to the 107 families divided into two independent subsets of 46 and 61 families, where all regions detected in the first set of families were tested for replication in the second set. In addition, all regions reported by published genome scans in different populations were examined in the total sample. A total of 254 markers were typed in the first set of families and 70% of them in the second set. Linkage was investigated by model-free methods for asthma and four asthma-related phenotypes: bronchial responsiveness (BR), skin test response, total immunoglobulin E (IgE) levels, and eosinophil count. The two-stage analysis led to the detection of three regions: 11p13 for IgE, 12q24 for eosinophils, and 17q12–21 for asthma and skin tests. Among the regions reported by published genome screens, seven were found in the 107 French EGEA families: three being already detected by the two-stage analysis, 11p13 (p = 0.005), 12q24 (p = 0.0008), and 17q12–21 (p = 0.001), and four additional ones, 1p31 (p = 0.005) for asthma, 11q13 (p = 0.006) for IgE, 13q31 (p = 0.001) for eosinophils, and 19q13 (p = 0.02) for BR.",https://doi.org/10.1164/ajrccm.162.5.2002113,0
Plant root and mycorrhizal fungal traits for understanding soil aggregation,"Soil aggregation is a key ecosystem process resulting in the formation and stabilization of soil structure, consisting of soil aggregates and the resulting matrix of pore spaces. As such, it significantly alters the environment of plant roots and microbes in a multitude of ways; thus, soil structure provides the basic setting in which mycorrhizas operate and have evolved. Not surprisingly, soil aggregation is important for root growth and for a wide range of soil features and ecosystem process rates, such as carbon storage and resistance to erosion (e.g. Jastrow et al., 1998; Six et al., 2006). The aggregation of soil is a complex process, regulated by a range of abiotic factors (e.g. texture) and mediated by plants and multiple biota groups and their interactions; in spite of this complexity, plant roots and their mycorrhizal symbionts are consistently found to be a crucial force in driving soil aggregation (Six et al., 2004; Rillig & Mummey, 2006; Leifheit et al., 2014). Plant and mycorrhizal fungal species, respectively, differ in their contribution to soil aggregation (Reid & Goss, 1981; Angers & Caron, 1998; Eviner & Chapin, 2002; Rillig et al., 2002; Piotrowski et al., 2004; Six et al., 2004; Duchicela et al., 2012; Graf & Frei, 2013; Pérès et al., 2013), but from previous studies it has not yet become clear what specific root (and mycorrrhizal) traits contribute to this effect. This is likely because studies typically focus on only a limited suite of physiological and architectural characteristics, and the general research focus has traditionally been more on management practices and physico-chemical factors. Therefore, we lack a mechanistic understanding of the role of organisms in soil aggregation. To this end, we argue for a shift from a classical species-based comparative approach, or the mere consideration of summary variables (e.g. root length) to a systematic trait-based approach. Summarizing ecological characteristics of species by means of traits has become an essential tool in plant ecology (Westoby & Wright, 2006), and is increasingly proposed for root–fungal associations (e.g. van der Heijden & Scheublin, 2007; Chagnon et al., 2013; Aguilar-Trigueros et al., 2014). We believe trait-approaches are a promising tool to achieve progress in our mechanistic understanding of soil aggregation from an organismic perspective, to enhance our predictive ability regarding effects of plant and fungal diversity, and to ultimately provide informed recommendations for, for example, agricultural management and environmental restoration. With such data we can then ultimately address questions such as: how can plant and mycorrhizal fungal community data enhance prediction of soil aggregation beyond the consideration of state variables such as soil type, climate and management? Is soil aggregation an intermediate driver of plant and mycorrhizal fungal community processes and thus also an integral part of plant–soil feedbacks? And, on the applied side, can we enhance ecosystem restoration by designing tailor-made mycorrhizal fungal inocula and seed mixes specifically optimized for complementarity in the ability to enhance soil aggregation? In addition to general advantages, we see specific benefits of a trait-based approach applied to the understanding of mycorrhizal and plant contributions to soil aggregation: (1) it will allow testing for the extent of root and mycorrhizal fungal functional complementarity with regard to soil aggregation, and thus whether soil aggregation is another example of an ecosystem process that positively relates to biodiversity like other more well-studied processes such as primary productivity. This is very likely true because soil aggregation is the result of multiple interlocking component processes such as aggregate formation and stabilization (both of microaggregates and macroaggregates) which might be driven by different sets of traits represented in different species. Additionally, soil aggregation may be stimulated through diversity-fueled overyielding of fungi and roots through niche complementarity (also see Table 1); (2) if we can convincingly relate soil structure to traits of plant and fungal communities, this will allow predicting which ecosystems are under most risk of deterioration and also guide towards measures to counter this process. Measure: (loge (root or hyphal lengtht0) − loge (root or hyphal lengtht1)) × (t0 − t1)−1 Rationale: these three traits represent the growth ability of hyphae or roots to encounter building materials of aggregates in soil (primary particles, organic matter particles) and then form macroaggregatesa Proxy: (number of branches) × (root or hyphal length)−1; root or hyphal branching number and angle; alternatively: directly measure ability to engulf an object Rationale: these three traits measure the capability of hyphae or roots to stabilize aggregates depending on their tearing-resistance (i.e. ability to hold material together without breaking apart) and enmeshment potentialb Proxy: average distance between hyphae and associated root surface Rationale: larger distance between root and hyphae allows for increased probability of contact of aggregate building materials with either hyphae or rootsc Proxy: (entry points of hyphae or hyphal density close to root) × (root surface area)−1 Rationale: greater proximity of hyphae and roots increases probability of synergistic/combined effects of roots and hyphae (e.g. cementing agents, entangling) contributing to the stability of engulfed aggregatesc Measure: (surface charge of roots or hyphae) × (root or hyphal length)−1 Rationale: quantity and quality of secreted exudates determine the degree of particles adhering to roots or hyphae and agglutination of particles and aggregatesd Proxy: root water uptake or hyphal water transport (out of root-exclusion compartments) Rationale: these three traits evaluate directly and indirectly the fungal or root impact on soil rewetting capability affecting soil stabilitye Proxy: root or hyphal density in relation to soil porosity Rationale: enmeshment of soil by roots or hyphae lead to soil compression supporting initial aggregate formationf Proxy: stability of artificial aggregates (= soil particles + extracted root or hyphal exudates) Rationale: exudates stabilize aggregates by filling up intra-aggregate pore necks and cracksg Measure: (observation of particles moved by roots or hyphae) × (time unit)−1 Rationale: ability of roots or hyphae to bring soil particles together by moving them, leading to potential aggregation Measure: (root or hyphal growth (length and branching)) × (time unit after disturbance)−1 Rationale: these three traits represent aspects of root or hyphal longevity, resistance and resilience against biotic and abiotic disturbance affecting the potential aggregate stability mediated by root or hyphaeh An approach such as advocated here must begin with a selection of candidate traits related to soil aggregation. Of some traits we already know that they relate to soil aggregation propensity: using correlational approaches (path analysis) to exploit existing environmental gradients in landscapes, coarse-level indicators such as root biomass (or often root length) and mycorrhizal fungal hyphal length in soil have been identified as significant determinants (e.g. Miller & Jastrow, 1990; Rillig & Mummey, 2006). Thus, clearly productivity-related characteristics like root and hyphal density are traits to be considered. However, when such measures of root and hyphal abundance were compared to soil aggregation at a finer scale, for example in small field plots (e.g. Rillig et al., 2002) or pot experiments (e.g. Piotrowski et al., 2004), there was generally a low match, prompting the consideration of more specific physiological or architectural traits. In order to select these specific traits, we have first divided soil aggregation into the component processes soil aggregate formation and the stabilization of existing aggregates, and then considered measurable plant and fungal traits that are likely to be variable, and may mechanistically relate to either or both of these processes. For a full list see Table 1, and later we will further explain why these traits were selected and which difficulties may be encountered. Regarding aggregate formation and stabilization, even though these processes will occur simultaneously in ecosystems, these may be executed by different organisms expressing different traits. We define soil aggregate formation as the initial binding together of particles, whereas soil stabilization is the process that renders the aggregate increasingly resistant to the application of disintegrating forces, such as water penetrating into pores. If an aggregate is nonstable it will disintegrate; it has become clear that formation, stabilization and disintegration occur in a dynamic fashion in soils (e.g. Six et al., 2004). For the formation of soil aggregates, we consider traits to be important that are related to the likelihood to encounter soil particles (e.g. fineness of roots and hyphae, their extent and spatial distribution) and to bring soil material together (ability to move, entangle and engulf). In addition, exuded materials from roots and hyphae should play an important role in the initial formation of aggregates (Six et al., 2004). For stabilization of existing aggregates, traits related to persistence are hypothesized to be more important, such as tensile strength or longevity of roots and hyphae. The ability to render surfaces hydrophobic could also be important, as well as the release of cementing agents (Oades & Waters, 1991). We emphasize that these are hypotheses at this stage; only controlled experiments employing a range of plant and fungal species will reveal which of these traits are in fact of explanatory value at all, and for which component process. We realize that some of these traits will be relatively easy to measure, and have also been proposed as general functional traits (see Van der Heijden & Scheublin, 2007); others will be quite a challenge, and for some we propose proxy traits that will be easier to capture (Table 1). Clearly, much innovation is still possible once this research effort is under way. Another challenging aspect of linking single trait values to strains/species is trait variability (e.g. Cordlandwehr et al., 2013), which can be caused either by genetic variability at the species level or by phenotypic plasticity within the same genotype. Intraspecific diversity can have a profound influence on trait expression in mycorrhizal fungi (Johnson et al., 2012; Angelard et al., 2014) as well as in plants (e.g. Kichenin et al., 2013). Nevertheless, it remains yet to be seen if root and mycorrhizal fungal traits are more variable than other plant traits. Apart from this challenge, investigating this very plasticity could yield further insights; for example, some root traits have been proposed as highly relevant response traits in ecological studies due to their high plasticity (Ryser, 2006; Valverde-Barrantes et al., 2013), and if these include traits responsible for soil aggregation we might better understand under which circumstances plants are more likely to contribute to soil aggregation. For much of what we propose here, dedicated experiments are necessary, for example, for the separation of formation and stabilization of aggregates, or for comparing different root systems or fungal isolates under otherwise identical conditions. Nevertheless, several other approaches are possible to make inroads. For example, some trait data are already available because they have been collected for other purposes. Nevertheless, at present, plant trait databases (e.g. TRY, Kattge et al., 2011) are relatively poor in terms of coverage of root traits, in particular root traits that would be important in our specific context (Table 1). So far, comparable mycorrhizal fungal trait databases do not yet exist. Thus one important research focus should be the collection of root and mycorrhizal fungal traits for a number of species and linking these with experimentally measured soil aggregation, ideally dissected into component processes. These could be complemented by observational approaches, consisting of measuring community-average root traits in the field, which are linked to soil aggregation (here it would not be possible to distinguish formation and stabilization). Such data could also be particularly valuable for verifying predictions derived from knowledge of species-level data. Using traits can increase our fundamental understanding of the intricate relationship between plants, symbiotic fungi, and their immediate environment which is the soil aggregate. However, knowledge of root and mycorrhizal fungal traits could also have great applied significance. Such data could give rise to innovations such as tailored seed mixes (or fungal inoculum mixes) for grassland restoration which maximize trait coverage in terms of soil aggregation within the available plant species pool, as well as setting priorities for conservation efforts through predicting which ecosystems are most prone to degradation in light of invasive species and imminent global change. Likewise, better information on plant traits could be used to foster crop breeding for sustainable agriculture, or for agroecosystem management to enhance soil stability (e.g. by selecting cover crops also for complementary trait values).",https://doi.org/10.1111/nph.13045,0
Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty‐three Chinese temperate tree species,"* Different portions of tree root systems play distinct functional roles, yet precisely how to distinguish roots of different functions within the branching fine-root system is unclear. * Here, anatomy and mycorrhizal colonization was examined by branch order in 23 Chinese temperate tree species of both angiosperms and gymnosperms forming ectomycorrhizal and arbuscular-mycorrhizal associations. * Different branch orders showed marked differences in anatomy. First-order roots exhibited primary development with an intact cortex, a high mycorrhizal colonization rate and a low stele proportion, thus serving absorptive functions. Second and third orders had both primary and secondary development. Fourth and higher orders showed mostly secondary development with no cortex or mycorrhizal colonization, and thus have limited role in absorption. Based on anatomical traits, it was estimated that c. 75% of the fine-root length was absorptive, and 68% was mycorrhizal, averaged across species. * These results showed that: order predicted differences in root anatomy in a relatively consistent manner across species; anatomical traits associated with absorption and mycorrhizal colonization occurred mainly in the first three orders; the single diameter class approach may have overestimated absorptive root length by 25% in temperate forests.",https://doi.org/10.1111/j.1469-8137.2008.02573.x,0
Conduct Disorder and Callous–Unemotional Traits in Youth,"Children with repetitive rule-breaking, aggression, and disregard for others are at increased risk for substance abuse, educational disruption, and criminal behavior. Progress is being made toward understanding the clinical and neurocognitive features of callous youth.",https://doi.org/10.1056/nejmra1315612,0
Glucose-6-Phosphate Dehydrogenase Modulates Cytosolic Redox Status and Contractile Phenotype in Adult Cardiomyocytes,"Reactive oxygen species (ROS)–mediated cell injury contributes to the pathophysiology of cardiovascular disease and myocardial dysfunction. Protection against ROS requires maintenance of endogenous thiol pools, most importantly, reduced glutathione (GSH), by NADPH. In cardiomyocytes, GSH resides in two separate cellular compartments: the mitochondria and cytosol. Although mitochondrial GSH is maintained largely by transhydrogenase and isocitrate dehydrogenase, the mechanisms responsible for sustaining cytosolic GSH remain unclear. Glucose-6-phosphate dehydrogenase (G6PD) functions as the first and rate-limiting enzyme in the pentose phosphate pathway, responsible for the generation of NADPH in a reaction coupled to the de novo production of cellular ribose. We hypothesized that G6PD is required to maintain cytosolic GSH levels and protect against ROS injury in cardiomyocytes. We found that in adult cardiomyocytes, G6PD activity is rapidly increased in response to cellular oxidative stress, with translocation of G6PD to the cell membrane. Furthermore, inhibition of G6PD depletes cytosolic GSH levels and subsequently results in cardiomyocyte contractile dysfunction through dysregulation of calcium homeostasis. Cardiomyocyte dysfunction was reversed through treatment with either a thiol-repleting agent (L-2-oxothiazolidine-4-carboxylic acid) or antioxidant treatment (Eukarion-134), but not with exogenous ribose. Finally, in a murine model of G6PD deficiency, we demonstrate the development of in vivo adverse structural remodeling and impaired contractile function over time. We, therefore, conclude that G6PD is a critical cytosolic antioxidant enzyme, essential for maintenance of cytosolic redox status in adult cardiomyocytes. Deficiency of G6PD may contribute to cardiac dysfunction through increased susceptibility to free radical injury and impairment of intracellular calcium transport. The full text of this article is available online at http://www.circresaha.org.",https://doi.org/10.1161/01.res.0000083489.83704.76,0
Patterns and traits of the endemic plants of Greece,"Greece is characterized by high plant diversity (5800 species) and endemism (15.6%). This study attempts a first overall assessment of the taxonomy, distribution, traits and conservation status of the Greek endemic plants. The endemic species belong to 56 families and 242 genera. Most of the endemic plants have a narrow geographical and altitudinal distribution range. The southern floristic regions are richer in endemic species. The species area relationships for endemics (EARs) for island and continental floristic regions explain over 50% of the variation in number of species and are characterized by steep curves. Analysis of the distributional pattern of the endemics by similarity coefficients offers useful insights into the palaeogeography and biogeography of Greece. The endemic species occur at all altitudes, but the altitudinal distribution shows a predominance of local endemics at 0–600 m in the island regions and in higher zones in the continental regions. The life form spectra show a predominance of hemicryptophytes and chamaephytes. This trait seems indicative of their habitat and adaptive strategy and may be related to speciation processes. The overview of the conservation status of the Greek endemics indicates that over 40% of the taxa are threatened or near threatened.",https://doi.org/10.1111/j.1095-8339.2010.01025.x,0
Bone marrow‐derived stromal cell line expressing osteoblastic phenotype in vitro and osteogenic capacity in vivo,"Abstract Marrow stroma has been shown to have osteogenic potential. Here we report the characterization of a unique stromal cell line derived from mouse bone marrow (MBA‐15), which expresses osteoblastic phenotype in vitro and forms bone in vivo. More than 70% of cells in culture were histochemically positive for alkaline phosphatase. The enzyme levels were enhanced threefold when cultures were treated with dexamethasone. Gel electrophoresis of [ 3 H]‐proline‐labeled cultures showed that MBA‐15 cells produced only type I collagen. These cells were responsive to PTH, as indicated by a 50‐fold increase in intracellular cAMP. Prostaglandin E 2, but not calcitonin, stimulated cAMP up to 70‐fold. When cultures were grown to confluence and fed daily with ascorbic acid and β‐glycerophosphate, the cells formed a Von Kossa positive, thick extracellular matrix, shown to contain hydroxyapatite crystals. MBA‐15 cells produced mineralized bone when implanted in diffusion chambers. These results indicate that the MBA‐15 cell line possesses osteoblastic features in vitro and osteogenic capacity in vivo.",https://doi.org/10.1002/jcp.1041400102,0
A <i>PERIOD3</i> variant causes a circadian phenotype and is associated with a seasonal mood trait,"Significance It has long been thought that sleep and mood are intimately connected in humans, but at present there are no known molecular links. We identified rare variants in the PERIOD3 gene in persons with both altered sleep behavior and features of seasonal affective disorder. We show that these variants recapitulate circadian and mood phenotypes in mouse models. Although we were not able to test mood in fruit flies, we did uncover a sleep trait similar to that seen in humans in flies carrying the human variants. Our molecular studies reveal that the variants led to less stable PER3 protein and reduced the stabilizing effect of PER3 on PER1/PER2, providing a mechanistic explanation for the circadian trait.",https://doi.org/10.1073/pnas.1600039113,0
What is being assessed and why it matters: The impact of transient error on trait research.,"Temporal instability can reflect either true psychological change or transient measurement error, and it is important that trait psychologists be able to distinguish one from the other. The authors report results from large retest studies of Big Five, trait affectivity, and personality disorder measures across time frames (2 months and 2 weeks) over which these constructs should show little or no true change. On average, nearly 25% of the variance in the measures was a product of transient error rather than true change; however, the proportion of error varied widely-but consistently-across measures. In addition, a reexamination of long-term longitudinal data demonstrated that ignoring transient error can lead to inaccurate conclusions. Most notably, a substantial portion of the observed instability in the Big Five and trait affectivity is due to transient error; thus, these traits are even more stable than commonly thought. The present data further suggest that previous reports of differential stability between the Big Five and trait affectivity are due, in part, to differential levels of transient error in measures of these constructs.",https://doi.org/10.1037/a0015618,0
Selectivity in Mammalian Extinction Risk and Threat Types: a New Measure of Phylogenetic Signal Strength in Binary Traits,"The strength of phylogenetic signal in extinction risk can give insight into the mechanisms behind species' declines. Nevertheless, no existing measure of phylogenetic pattern in a binary trait, such as extinction-risk status, measures signal strength in a way that can be compared among data sets. We developed a new measure for phylogenetic signal of binary traits, D, which simulations show gives robust results with data sets of more than 50 species, even when the proportion of threatened species is low. We applied D to the red-list status of British birds and the world's mammals and found that the threat status for both groups exhibited moderately strong phylogenetic clumping. We also tested the hypothesis that the phylogenetic pattern of species threatened by harvesting will be more strongly clumped than for those species threatened by either habitat loss or invasive species because the life-history traits mediating the effects of harvesting show strong evolutionary pattern. For mammals, our results supported our hypothesis; there was significant but weaker phylogenetic signal in the risk caused by the other two drivers (habitat loss and invasive species). We conclude that D is likely to be a useful measure of the strength of phylogenetic pattern in many binary traits.",https://doi.org/10.1111/j.1523-1739.2010.01455.x,0
The use of measured genotype information in the analysis of quantitative phenotypes in man,"Summary Improved laboratory methods allow one to investigate the contribution of measured allelic variability at a locus physiologically involved in determining the expression of a quantitative trait. We present statistical methods that incorporate measured genotype information into the analysis of a quantitative phenotype that allows one simultaneously to detect and estimate the effects of a measured single locus and residual polygenic effects. Likelihoods are presented for the joint distribution of the quantitative phenotype and a measured genotype that are appropriate when the data are collected as a sample of unrelated individuals or as a sample of nuclear families. Application of this method to the analysis of serum cholesterol levels and the concentration of the group specific component (Gc) are presented. The analysis of the contribution of the common Gc polymorphism to the determination of quantitative variability in Gc using smaples of related and unrelated individuals presents, for the first time, the simultaneous estimation of the frequencies and the effects of the genotypes at a measured locus, and the contribution of residual unmeasured polygenes to phenotypic variability.",https://doi.org/10.1111/j.1469-1809.1986.tb01037.x,0
Frailty in Older Adults: Evidence for a Phenotype,"Background. Frailty is considered highly prevalent in old age and to confer high risk for falls, disability, hospitalization, and mortality. Frailty has been considered synonymous with disability, comorbidity, and other characteristics, but it is recognized that it may have a biologic basis and be a distinct clinical syndrome. A standardized definition has not yet been established.",https://doi.org/10.1093/gerona/56.3.m146,0
Expression and imprinting of MAGEL2 suggest a role in Prader-Willi syndrome and the homologous murine imprinting phenotype,"Prader–Willi syndrome (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11–q13. Affected individuals exhibit neonatal hypotonia, developmental delay and childhood-onset obesity. Necdin, a protein implicated in the terminal differentiation of neurons, is the only PWS candidate gene to reduce viability when disrupted in a mouse model. In this study, we have characterized MAGEL2 (also known as NDNL1), a gene with 51% amino acid sequence similarity to necdin and located 41 kb distal to NDN in the PWS deletion region. MAGEL2 is expressed predominantly in brain, the primary tissue affected in PWS and in several fetal tissues as shown by northern blot analysis. MAGEL2 is imprinted with monoallelic expression in control brain, and paternal-only expression in the central nervous system as demonstrated by its lack of expression in brain from a PWS-affected individual. The orthologous mouse gene (Magel2) is located within 150 kb of Ndn, is imprinted with paternal-only expression and is expressed predominantly in late developmental stages and adult brain as shown by northern blotting, RT–PCR and whole-mount RNA in situ hybridization. Magel2 distribution partially overlaps that of Ndn, with strong expression being detected in the central nervous system in mid-gestation mouse embryos by in situ hybridization. We hypothesize that, although loss of necdin expression may be important in the neonatal presentation of PWS, loss of MAGEL2 may be critical to abnormalities in brain development and dysmorphic features in individuals with PWS.",https://doi.org/10.1093/hmg/9.12.1813,0
Worm Phenotype Ontology: Integrating phenotype data within and beyond the C. elegans community,"Abstract Background Caenorhabditis elegans gene-based phenotype information dates back to the 1970's, beginning with Sydney Brenner and the characterization of behavioral and morphological mutant alleles via classical genetics in order to understand nervous system function. Since then C. elegans has become an important genetic model system for the study of basic biological and biomedical principles, largely through the use of phenotype analysis. Because of the growth of C. elegans as a genetically tractable model organism and the development of large-scale analyses, there has been a significant increase of phenotype data that needs to be managed and made accessible to the research community. To do so, a standardized vocabulary is necessary to integrate phenotype data from diverse sources, permit integration with other data types and render the data in a computable form. Results We describe a hierarchically structured, controlled vocabulary of terms that can be used to standardize phenotype descriptions in C. elegans, namely the Worm Phenotype Ontology (WPO). The WPO is currently comprised of 1,880 phenotype terms, 74% of which have been used in the annotation of phenotypes associated with greater than 18,000 C. elegans genes. The scope of the WPO is not exclusively limited to C. elegans biology, rather it is devised to also incorporate phenotypes observed in related nematode species. We have enriched the value of the WPO by integrating it with other ontologies, thereby increasing the accessibility of worm phenotypes to non-nematode biologists. We are actively developing the WPO to continue to fulfill the evolving needs of the scientific community and hope to engage researchers in this crucial endeavor. Conclusions We provide a phenotype ontology (WPO) that will help to facilitate data retrieval, and cross-species comparisons within the nematode community. In the larger scientific community, the WPO will permit data integration, and interoperability across the different Model Organism Databases (MODs) and other biological databases. This standardized phenotype ontology will therefore allow for more complex data queries and enhance bioinformatic analyses.",https://doi.org/10.1186/1471-2105-12-32,0
