Index,Title,DOI,Points 
0,Higher order dilaton interactions in the nearly conformal limit of the Standard Model,https://doi.org/10.1016/j.physletb.2012.08.054,0
0,Programmed interactions in higher-order neural networks: The outer-product algorithm,https://doi.org/10.1016/0885-064x(91)90030-2,0
0,Interaction between GABA<sub>A</sub> receptor subunit intracellular loops: implications for higher order complex formation,https://doi.org/10.1046/j.1471-4159.2002.01222.x,0
0,Higher-order effective interactions for bosons near a two-body zero crossing,https://doi.org/10.1103/physreva.103.033326,0
0,Interactions of higher order tip effects in critical dimension-AFM linewidth metrology,https://doi.org/10.1116/1.4919090,0
0,A Network of Interdependent Molecular Interactions Describes a Higher Order Nrd1-Nab3 Complex Involved in Yeast Transcription Termination,https://doi.org/10.1074/jbc.m113.516765,0
0,SU(2) Higher-order effective quark interactions from polarization,https://doi.org/10.1016/j.physletb.2016.08.060,0
0,Translational drag coefficients of assemblies of spheres with higher-order hydrodynamic interactions,https://doi.org/10.1063/1.448148,0
0,KARR-seq reveals cellular higher-order RNA structures and RNA–RNA interactions,https://doi.org/10.1038/s41587-023-02109-8,0
0,Higher Order Leptonic Weak Interactions,https://doi.org/10.1103/physrev.133.b1299,0
0,Meta-analysis using new methods for three-stressor combinations reveal substantial higher-order interactions and emergent properties,https://doi.org/10.22541/au.165045980.04276043/v1,0
0,Meta-analysis using new methods for three-stressor combinations reveal substantial higher-order interactions and emergent properties,https://doi.org/10.1101/2022.04.15.488520,0
0,"Interaction<i>In Vitro</i>of Type III Intermediate Filament Proteins with Higher Order Structures of Single-Stranded DNA, Particularly with G-Quadruplex DNA",https://doi.org/10.1089/dna.2005.24.85,0
0,Constructing higher-order miRNA-mRNA interaction networks in prostate cancer via hypergraph-based learning,https://doi.org/10.1186/1752-0509-7-47,0
0,Higher-Order Spectral Analysis to Identify Quadratic Nonlinearities in Fluid-Structure Interaction,https://doi.org/10.1155/2018/2394124,0
0,"Erratum: “Controlling species densities in structurally perturbed intransitive cycles with higher-order interactions” [Chaos 32(10), 103122 (2022)]",https://doi.org/10.1063/5.0150932,0
0,Sparsity of higher-order landscape interactions enables learning and prediction for microbiomes,https://doi.org/10.1073/pnas.2307313120,0
0,Analysis of nonlinear vibration-interaction using higher order spectra to diagnose aerospace system faults,https://doi.org/10.1109/aero.2012.6187370,0
0,"Problem-based learning blended with online interaction to improve motivation, scientific communication and higher order thinking skills of high school students",https://doi.org/10.1063/1.5094001,0
0,AutoHash: Learning Higher-order Feature Interactions for Deep CTR Prediction,https://doi.org/10.1109/tkde.2020.3016482,0
0,Higher order interelectronic-interaction correctionsto the ground-state hyperfine splitting in lithiumlike ions,https://doi.org/10.1139/p00-060,0
0,The temporal dynamics of group interactions in higher-order social networks,https://doi.org/10.1038/s41467-024-50918-5,0
0,A higher-order nonlinear interaction among spectral components,https://doi.org/10.1063/1.862724,0
0,"Higher-order interfiber interactions in the self-assembly of benzene-1,3,5-tricarboxamide-based peptides in water",https://doi.org/10.1039/d1py00304f,0
0,HORI: a web server to compute Higher Order Residue Interactions in protein structures,https://doi.org/10.1186/1471-2105-11-s1-s24,0
0,Higher-order statistical correlations in three-particle quantum systems with harmonic interactions,https://doi.org/10.1103/physreva.101.042105,0
0,Higher-order long-range interactions between rare gas and hydrogen atoms,https://doi.org/10.1063/1.1682573,0
0,Boosting Classroom Interaction Based on Higher Order Thinking Skills (HOTS) in English Learning for Beginners,https://doi.org/10.26858/ijole.v5i1.15211,0
0,Higher order genetic interactions switch cancer genes from two-hit to one-hit drivers,https://doi.org/10.1038/s41467-021-27242-3,0
0,Distinct interactions stabilize EGFR dimers and higher-order oligomers in cell membranes,https://doi.org/10.1016/j.celrep.2023.113603,0
0,Personal narrative as a “breeding ground” for higher-order thinking talk in early parent–child interactions.,https://doi.org/10.1037/dev0001166,0
0,Solitary wave interaction for a higher-order nonlinear Schrödinger equation,https://doi.org/10.1093/imamat/hxl034,0
0,"A symmetric modal formulation of fluid-structure interaction, including a static approximation to higher order fluid modes",,0
0,Higher-order triplet interaction in energy-level modeling of excited-state absorption for an expanded porphyrin cadmium complex,https://doi.org/10.1364/josab.22.000852,0
0,Attend and Interact: Higher-Order Object Interactions for Video Understanding,https://doi.org/10.48550/arxiv.1711.06330,0
0,"Competition of Dzyaloshinskii-Moriya and Higher-Order Exchange Interactions in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>Rh</mml:mi><mml:mo>/</mml:mo><mml:mi>Fe</mml:mi></mml:mrow></mml:math> Atomic Bilayers on Ir(111)",https://doi.org/10.1103/physrevlett.120.207201,0
0,"To construct lumps, breathers and interaction solutions of arbitrary higher-order for a (4 + 1)-dimensional Fokas equation",https://doi.org/10.1142/s0217984920502218,0
0,Multiple-Pole soliton interactions in optical fibres with higher-order effects,https://doi.org/10.1080/09500340408235537,0
0,Soliton dynamics for quantum systems with higher-order dispersion and nonlinear interaction,https://doi.org/10.1063/5.0008682,0
0,Measuring Higher-Order Cognitive Skills in Collective Interactions with Computer Game,https://doi.org/10.17759/chp.2021170209,0
0,Beam Interactions With Surface Waves and Higher Order Modes in Oversized G-band Slow-Wave Structure,https://doi.org/10.1109/tps.2016.2514380,0
0,Interaction and higher order effects of factors affecting the performance of microfinancing institutions,https://doi.org/10.1108/ijse-12-2014-0251,0
0,"Determination of the contribution of pair, triplet, and higher-order multiplet interactions to the excess free energy of mixing in mixed electrolyte solutions",https://doi.org/10.1021/j100248a013,0
0,Electron Waiting Times in a Strongly Interacting Quantum Dot: Interaction Effects and Higher-Order Tunneling Processes,https://doi.org/10.1103/physrevlett.127.096803,0
0,The effect of anisotropic higher order dispersive interactions on the conformational stabilities of argon clusters,https://doi.org/10.1063/1.440930,0
0,Photo-responsive azobenzene interactions promote hierarchical self-assembly of collagen triple-helical peptides to various higher-order structures,https://doi.org/10.1039/d0ra02906h,0
0,"Nonlinear self-dual network equations: modulation instability, interactions of higher-order discrete vector rational solitons and dynamical behaviours",https://doi.org/10.1098/rspa.2020.0512,0
0,Absolutely Local Excited Orbitals in the Higher Order Perturbation Expansion for the Molecular Interaction,https://doi.org/10.1021/jp805883c,0
0,A Transcriptomic Analysis of Higher-Order Ecological Interactions in a Eukaryotic Model Microbial Ecosystem,https://doi.org/10.1128/msphere.00436-22,0
0,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>X</mml:mi><mml:mi>Y</mml:mi></mml:mrow></mml:math> model with competing higher-order interactions",https://doi.org/10.1103/physreve.105.034129,0
0,Pairwise and higher-order measures of brain-heart interactions in children with temporal lobe epilepsy,https://doi.org/10.1088/1741-2552/ac7fba,0
0,Implicit and Explicit Higher-Order Time Integration Schemes for Fluid-Structure Interaction Computations,https://doi.org/10.1615/intjmultcompeng.v4.i2.60,0
0,Higher-order corrections to the axisymmetric interactions of nearly touching spheres,https://doi.org/10.1063/1.857497,0
0,General higher—order breathers and rogue waves in the two‐component long‐wave–short‐wave resonance interaction model,https://doi.org/10.1111/sapm.12523,0
0,Detecting Higher Order Genomic Variant Interactions with Spectral Analysis,https://doi.org/10.23919/eusipco.2019.8902725,0
0,Nonlinear parametric interaction and higher-order squeezing in coherent population trapping,https://doi.org/10.1209/0295-5075/108/54007,0
0,Dynamical Structures of Multi-Solitons and Interaction of Solitons to the Higher-Order KdV-5 Equation,https://doi.org/10.3390/sym15030626,0
0,Higher-order electric multipole contributions to retarded non-additive three-body dispersion interaction energies between atoms: Equilateral triangle and collinear configurations,https://doi.org/10.1063/1.4849757,0
0,Epithelial Cells in 2D and 3D Cultures Exhibit Large Differences in Higher-Order Genomic Interactions,https://doi.org/10.1016/j.gpb.2020.06.017,0
0,Predicting Higher Order Links in Social Interaction Networks,https://doi.org/10.1109/tcss.2023.3293075,0
0,Evaluation of the effect of modal interaction higher than 2&lt;sup&gt;nd&lt;/sup&gt; order in small-signal analysis,https://doi.org/10.1109/pes.2009.5275709,0
0,"Higher-Order Simulations of Droplet-Shock Interaction, Aerobreakup and Impingement at High Mach Numbers",https://doi.org/10.2514/6.2023-2305,0
0,Higher Order Core Polarization Contributions to the Effective Interaction in <sup>42</sup>Ca – <sup>42</sup>Sc,https://doi.org/10.1139/p73-297,0
0,Observation of second- and higher-order electric quadrupole interactions with an atomic ion,https://doi.org/10.1103/physrevresearch.3.l032032,0
0,Predicting Higher Order Structural Feature Interactions in Variable Systems,https://doi.org/10.1109/icsme.2018.00035,0
0,"Magnetic Structure, Phase Diagram, and a New Type of Spin-Flop Transition Dominated by Higher Order Interaction in a Localized<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mn>5</mml:mn><mml:mi>f</mml:mi></mml:math>System<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi mathvariant=""normal"">U</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">P</mml:mi><mml:mi mathvariant=""normal"">d</mml…",https://doi.org/10.1103/physrevlett.89.077202,0
0,Higher order scaffoldin assembly in Ruminococcus flavefaciens cellulosome is coordinated by a discrete cohesin-dockerin interaction,https://doi.org/10.1038/s41598-018-25171-8,0
0,"Chiral magnetism in lithium-decorated monolayer <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msub><mml:mi>CrTe</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:math> : Interplay between Dzyaloshinskii-Moriya interaction and higher-order interactions",https://doi.org/10.1103/physrevb.109.214405,0
0,Fluid-structure interaction simulations: Efficient higher order time integration of partitioned systems,,0
0,Hidden suppressive interactions are common in higher-order drug combinations,https://doi.org/10.1016/j.isci.2021.102355,0
0,Higher Order AMMI (HO-AMMI) analysis: A novel stability model to study genotype-location interactions,https://doi.org/10.31742/ijgpb.82.1.4,0
0,Designing Ising machines with higher order spin interactions and their application in solving combinatorial optimization,https://doi.org/10.1038/s41598-023-36531-4,0
0,Monte Carlo simulation of the effects of higher-order anisotropy on the spin reorientation transition in the two-dimensional Heisenberg model with long-range interactions,https://doi.org/10.1103/physrevb.87.184417,0
0,S=1 axial next-nearest neighbour Ising (ANNNI) model with higher order spin interaction,https://doi.org/10.1088/0305-4470/26/8/010,0
0,Higher Order Spin Interaction and Anisotropy Energy in the Antiferromagnetic Structures of the Pyrite Type Crystal,https://doi.org/10.1143/jpsj.50.774,0
0,Synchronization in a higher-order neuronal network with blinking interactions,https://doi.org/10.1140/epjs/s11734-024-01160-z,0
0,Epi-MEIF: detecting higher order epistatic interactions for complex traits using mixed effect conditional inference forests,https://doi.org/10.1093/nar/gkac715,0
0,Locally Anisotropic Interactions: III. Higher Order Anisotropic Supergravity,https://doi.org/10.48550/arxiv.hep-th/9607196,0
0,Triadic Approximation Reveals the Role of Interaction Overlap on the Spread of Complex Contagions on Higher-Order Networks,https://doi.org/10.1103/physrevlett.132.077401,0
0,Locally Anisotropic Interactions: I. Nonlinear Connections in Higher Order Anisotropic Superspaces,https://doi.org/10.48550/arxiv.hep-th/9607194,0
0,Influence of asymmetric long-range interactions on corner states in photonic higher-order topological insulators,https://doi.org/10.1103/physreva.107.043503,0
0,Abnormal higher-order network interactions in Parkinson’s disease visual hallucinations,https://doi.org/10.1093/brain/awad305,0
0,Interactional solutions of the extended nonlinear Schrödinger equation with higher-order operators,https://doi.org/10.1080/00207160.2022.2025784,0
0,From DNA human sequence to the chromatin higher order organisation and its biological meaning: Using biomolecular interaction networks to understand the influence of structural variation on spatial genome organisation and its functional effect,https://doi.org/10.1016/j.semcdb.2021.08.007,0
0,DANGO: Predicting higher-order genetic interactions,https://doi.org/10.1101/2020.11.26.400739,0
0,Interaction of Lower and Higher Order Hamiltonian Resonances,https://doi.org/10.1142/s0218127418500979,0
0,Higher order interelectronic-interaction correctionsto the ground-state hyperfine splitting in lithiumlike ions,https://doi.org/10.1139/cjp-78-7-701,0
0,Bipartite centrality diffusion: Mining higher-order network structures via motif-vertex interactions,https://doi.org/10.1209/0295-5075/120/28003,0
0,Interaction-driven first-order and higher-order topological superconductivity,https://doi.org/10.1103/physrevb.109.l180509,0
0,Dynamical interactions between higher-order rogue waves and various forms of n-soliton solutions (n → ∞) of the (2+1)-dimensional ANNV equation,https://doi.org/10.1088/1674-1056/aba612,0
0,Weak C–H···π and C–H···F Interactions Form Higher-Order Supramolecular Structures in Cytosine and Uracil (<i>Z</i>)-4′-Benzamido-2′-butenyl Derivatives,https://doi.org/10.1021/cg300774d,0
0,Higher‐Order Structures Based on Molecular Interactions for the Formation of Natural and Artificial Biomaterials,https://doi.org/10.1002/cbic.201800824,0
0,Discontinuous classical ground state magnetic response as an even–odd effect in higher order rotationally invariant exchange interactions,https://doi.org/10.1088/2399-6528/aa95db,0
0,Scalable Nonparametric Prescreening Method for Searching Higher-Order Genetic Interactions Underlying Quantitative Traits,https://doi.org/10.1534/genetics.119.302658,0
0,Higher Order Mode Interaction in Nonreciprocal Periodic Structures,https://doi.org/10.1109/tmtt.1982.1131142,0
0,Exact Higher-Order Sensitivity and Variation of Earthquake Energy Input in Soil-Structure Interaction System,https://doi.org/10.1260/136943306778827574,0
0,Evolutionary graph theory beyond pairwise interactions: Higher-order network motifs shape times to fixation in structured populations,https://doi.org/10.1371/journal.pcbi.1011905,0
0,Exploration of a Kilowatt-Level Terahertz Amplifier Based on Higher-Order Mode Interaction,https://doi.org/10.1109/ted.2022.3190807,0
0,Solitary vortex dynamics of two-dimensional harmonically trapped Bose-Einstein condensates with higher-order nonlinear interactions,https://doi.org/10.1063/1.5042672,0
0,Optical trapping in the presence of higher order mode sources and interactions,https://doi.org/10.1088/2040-8978/16/11/114024,0
0,Fundamental interactions in self-organised critical dynamics on higher order networks,https://doi.org/10.1140/epjb/s10051-024-00705-4,0
0,Locally Anisotropic Interactions: II. Torsions and Curvatures of Higher Order Anisotropic Superspaces,https://doi.org/10.48550/arxiv.hep-th/9607195,0
0,Advanced higher-order one-dimensional models for fluid-structure interaction analysis,,0
0,Sparsity of higher-order landscape interactions enables learning and prediction for microbiomes,https://doi.org/10.1101/2023.04.12.536602,0
0,Model for Higher-Order Weak Interactions,https://doi.org/10.1103/physrev.186.1477,0
0,A Recommendation Strategy Integrating Higher-Order Feature Interactions With Knowledge Graphs,https://doi.org/10.1109/access.2022.3220322,0
0,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>S</mml:mi></mml:math>-Matrix Theory and Higher Order Corrections to the Weak Interactions",https://doi.org/10.1103/physrev.140.b1570,0
0,Bias-Variance Trade-Off in Hierarchical Probabilistic Models Using Higher-Order Feature Interactions,https://doi.org/10.1609/aaai.v33i01.33014488,0
0,Higher-order clinical risk factor interaction analysis for overall mortality in maintenance hemodialysis patients,https://doi.org/10.1177/2040622320949060,0
0,Effect of Higher Order Weak Interactions on the Production Cross Section of Intermediate Bosons by Neutrinos,https://doi.org/10.1103/physrevlett.11.395,0
0,Higher‐order species interactions cause time‐dependent niche and fitness differences: Experimental evidence in plant‐feeding arthropods,https://doi.org/10.1111/ele.14428,0
0,Higher-Order Terms in the Current-Current Theory of Weak Interactions,https://doi.org/10.1103/physrevd.3.559,0
0,Higher-order topological superconductivity from repulsive interactions in kagome and honeycomb systems,https://doi.org/10.48550/arxiv.2108.10897,0
0,Nonlocal symmetries and interaction solutions of the (2+1)-dimensional higher order Broer-Kaup system,https://doi.org/10.7498/aps.65.240202,0
0,Cell-type specific regulator RBPMS switches alternative splicing via higher-order oligomerization and heterotypic interactions with other splicing regulators,https://doi.org/10.1093/nar/gkad652,0
0,Magnetic phase diagram of the S=1 axial next-nearest-neighbour Ising (ANNNI) model with higher-order spin interaction,https://doi.org/10.1088/0305-4470/27/8/007,0
0,"Unified Treatment of Dynamical Processes on Generalized Networks: Higher-Order, Multilayer, and Temporal Interactions",,0
0,Strong interaction of arbitrary fields of sound and light: Application to higher-order Bragg imaging,https://doi.org/10.1063/1.355767,0
0,Higher-order time-stepping schemes for fluid-structure interaction problems,https://doi.org/10.3934/dcdsb.2020229,0
0,Investigating the four-level inquiry continuum on college students' higher order thinking and peer interaction tendencies,https://doi.org/10.1504/ijil.2021.118192,0
0,Higher order modal interactions in conical power combiners,https://doi.org/10.1109/iceaa.2012.6328647,0
0,HIGHER-ORDER STATISTICS FOR STOCHASTIC ELECTROMAGNETIC INTERACTIONS: APPLICATIONS TO A THIN-WIRE FRAME,https://doi.org/10.2528/pierb12042104,0
0,Multiple-pole soliton interactions in optical fibres with higher-order effects,https://doi.org/10.1080/09500340310001620484,0
0,Beyond pairwise: Higher-order physical interactions affect phase separation in multicomponent liquids,https://doi.org/10.1103/physrevresearch.6.033002,0
0,Higher-order terms in the magnetic interaction of an ion in a solid,https://doi.org/10.1103/physrevb.25.1965,0
0,Effects of higher-order Casimir-Polder interactions on Rydberg atom spectroscopy,https://doi.org/10.1103/physrevresearch.6.l022035,0
0,"Finite Higher-Order Weak and Electromagnetic Corrections to the Strangeness-Conserving Hadronic<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>β</mml:mi></mml:math>Decay in Weinberg's Theory of Weak Interactions",https://doi.org/10.1103/physrevd.6.1803,0
0,Optical demultiplexing with extinction ratio enhancement based on higher order parametric interaction,,0
0,Degeneration of N-solitons and interaction of higher-order solitons for the (2+1)-dimensional generalized Hirota-Satsuma-Itoequation,https://doi.org/10.1088/1402-4896/acc285,0
0,Higher-order derivatives in the interaction,,0
0,Strong and weak interactions of rational vector rogue waves and solitons to any<i>n</i>-component nonlinear Schrödinger system with higher-order effects,https://doi.org/10.1098/rspa.2021.0670,0
0,Numerical Simulation of Interaction of Sonic Jet with High Speed Flow over a Blunt Body using Solution Mapped Higher Order Accurate AUSM+-UP Based Flow Solver,https://doi.org/10.36884/jafm.3.01.11875,0
0,Study of the higher-order correlation functions of number fluctuations in simple fluids with radial many-body interactions,https://doi.org/10.1051/jphys:0198100420100137300,0
0,"AI as Extraherics: Fostering Higher-order Thinking Skills in Human-AI
  Interaction",https://doi.org/10.48550/arxiv.2409.09218,0
0,Higher-order resonant electronic recombination as a manifestation of configuration interaction,https://doi.org/10.1088/0031-8949/2013/t156/014052,0
0,Adaptive Higher-Order Sliding Mode Control of Series-Compensated DFIG-Based Wind Farm for Sub-Synchronous Control Interaction Mitigation,https://doi.org/10.3390/en13205421,0
0,Visual impairment by surrounding noise is due to interactions among stimuli in the higher-order visual cortex,https://doi.org/10.1152/jn.00639.2013,0
0,Importance of third- and higher-order virtual nuclear excitation contributions to the nucleon-nucleus interaction,https://doi.org/10.1103/physrevc.33.1535,0
0,Higher order moments of net-charge and multiplicity distributions in p+p interactions at SPS energies from NA61/SHINE,https://doi.org/10.48550/arxiv.1610.03838,0
0,Market entry barriers and firm performance: higher-order quadratic interaction effects of capital requirements and firm competence,https://doi.org/10.1504/ijmabs.2018.090512,0
0,Higher-Order Network Interactions Through Phase Reduction for Oscillators with Phase-Dependent Amplitude,https://doi.org/10.1007/s00332-024-10053-3,0
0,Interaction of Higher Order Modes Cluster (HOMC) guided waves with notch-like defects in plates,https://doi.org/10.1063/1.4974583,0
0,Higher-order nonlinear effects on optical soliton propagation and their interactions,https://doi.org/10.1088/0256-307x/41/7/074204,0
0,Seeming time-reversal violation in higher-order weak interactions,https://doi.org/10.1139/p68-534,0
0,The temporal dynamics of group interactions in higher-order social networks,https://doi.org/10.48550/arxiv.2306.09967,0
0,Measurement of the interaction between a beam and a beam line higher-order mode absorber in a storage ring,https://doi.org/10.1109/pac.1995.505859,0
0,Higher Order Moments of Net-charge and Multiplicity Distributions in $p+p$ Interactions at SPS Energies from NA61/SHINE,https://doi.org/10.5506/aphyspolbsupp.10.657,0
0,Nonlinear Damping of Phonons Due to Higher-Order-Terms in Piezoelectric Phonon-Electron Interaction,https://doi.org/10.1143/jpsj.23.802,0
0,Photonic higher-order topological states induced by long-range interactions,https://doi.org/10.1117/12.2569326,0
0,"Higher-order effects in a unified model of strong, weak, and electromagnetic interactions",https://doi.org/10.1103/physrevd.11.911,0
0,"Multiwaves, homoclinic breathers, interaction solutions along with black-grey solitons for propagation in absence of self-phase modulation with higher order dispersions",https://doi.org/10.1142/s0219887823502031,0
0,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Λ</mml:mi></mml:mrow><mml:mrow><mml:mi>b</mml:mi></mml:mrow></mml:msub><mml:mo stretchy=""false"">→</mml:mo><mml:mi>J</mml:mi><mml:mo stretchy=""false"">/</mml:mo><mml:mi>ψ</mml:mi><mml:mi>K</mml:mi><mml:mi mathvariant=""normal"">Ξ</mml:mi></mml:mrow></mml:math>decay and the higher order chiral terms of the meson baryon interaction",https://doi.org/10.1103/physrevd.92.076015,0
0,Higher-order genetic interaction discovery with network-based biological priors,https://doi.org/10.1093/bioinformatics/btad273,0
0,Evolutionary graph theory beyond pairwise interactions: higher-order network motifs shape times to fixation in structured populations,https://doi.org/10.1101/2021.06.26.450017,0
0,A hierarchical generalization of the acoustic reciprocity theorem involving higher-order derivatives and interaction quantities,https://doi.org/10.1121/1.4964846,0
0,A new fluid‐structure interaction analysis based on higher‐order boundary elements,https://doi.org/10.1002/fld.1650080207,0
0,Handling support cycles and collective interactions in the logical encoding of higher-order bipolar argumentation frameworks,https://doi.org/10.1093/logcom/exac095,0
0,Generation of higher-order sidebands based on the magnetostrictive interaction in a hybrid cavity electro–opto–magnomechanical system,https://doi.org/10.1364/josab.37.000218,0
0,Interaction of Tangent Conormal Waves for Higher-Order Nonlinear Strictly Hyperbolic Equations,,0
0,Higher order moments of net-charge and multiplicity distributions in p+p interactions at SPS energies from NA61/SHINE,,0
0,Multi-bunch dynamics in accelerating structures including interaction with higher order modes,https://doi.org/10.1109/pac.1993.309625,0
0,Higher-Order VLP-Based Protein Macromolecular Framework Structures Assembled via Coiled-Coil Interactions,https://doi.org/10.1021/acs.biomac.3c00410,0
0,"Nonlinear evolution of modulational instability under the interaction of Kerr nonlinearity with pure higher, even-order dispersion",https://doi.org/10.1364/oe.502693,0
0,Students’ thinking process in solving Higher-Order Thinking (HOT) problems through Aptitude Treatment Interaction (ATI) learning model,https://doi.org/10.1088/1742-6596/1882/1/012086,0
0,"Comprehensive Study on the Formation of Higher-Order Structure of &lt;i&gt;Bombyx mori&lt;/i&gt; Silkworm Fibers: Influence of Sericin Fractions, Modulation of Spinning Process, and Metal Ion Interactions",https://doi.org/10.2115/fiberst.2018-0015,0
0,Distinct interactions stabilize EGFR dimers and higher-order oligomers in cell membranes,https://doi.org/10.1101/2023.04.10.536273,0
0,Higher order spin interactions mediated by the substrate,https://doi.org/10.1103/physrevb.110.045414,0
0,Higher-order modeling of face-to-face interactions,https://doi.org/10.48550/arxiv.2406.05026,0
0,A bioinformatics protocol for the identification of spatial clusters and the calculation of higher order residue interactions in protein structures,https://doi.org/10.1038/nprot.2010.91,0
0,Nonlinear theory for beam-wave interactions of two electron beams with higher order TE20 mode in serpentine waveguide traveling wave amplifier,https://doi.org/10.1063/1.5030593,0
0,Higher-order explicit methods for laser-plasma interactions,https://doi.org/10.1109/ppc.2013.6627594,0
0,"Evidence of higher-order mechanisms than dipole-dipole interaction in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Tm</mml:mi></mml:mrow><mml:mrow><mml:mn>3</mml:mn><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow><mml:mo>→</mml:mo><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Tm</mml:mi></mml:mrow><mml:mrow><mml:mn>3</mml:mn><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow></mml:math>energy …",https://doi.org/10.1103/physrevb.65.094204,0
0,Interaction of Higher-order Laser Modes with Underdense Plasmas,,0
0,Theoretical derivation of the higher order electron-nuclear interaction terms in the spin Hamiltonian for d<sup>3</sup>ions in cubic symmetry,https://doi.org/10.1088/0022-3719/4/11/013,0
0,Interactions between higher-order aberrations and sphero-cylinder refraction,,0
0,Interactions between higher-order aberrations and sphero-cylinder refraction,,0
0,Binary Darboux transformation and interactions of solitons for a higher-order matrix nonlinear Schrödinger equation,https://doi.org/10.1016/j.rinp.2023.106942,0
0,"Examining the effects of the 5E instructional model on college students’ higher-order thinking skills, peer interaction and learning achievement",https://doi.org/10.1109/eitt50754.2020.00040,0
0,H3Rec: Higher-Order Heterogeneous and Homogeneous Interaction Modeling for Group Recommendations of Web Services,https://doi.org/10.1109/tsc.2022.3180163,0
0,Higher-order Neural Additive Models: An Interpretable Machine Learning Model with Feature Interactions,https://doi.org/10.48550/arxiv.2209.15409,0
0,16.2: Stability and higher-order mode interaction of a sheet-beam coupled-cavity slow-wave structure,https://doi.org/10.1109/ivelec.2010.5503376,0
0,Implicit-explicit higher-order time integration schemes for computations of structural dynamics with fluid-structure interaction,,0
0,Interactions and Strings in Higher Order Anisotropic and Inhomogeneous Superspaces and Isospaces,https://doi.org/10.48550/arxiv.physics/9706038,0
0,Viscous-Inviscid Interaction with Higher-Order Viscous-Flow Equations,,0
0,Design and Simulation of High-Power Higher Order Mode 340-GHz Extended Interaction Klystron,https://doi.org/10.1109/ted.2023.3288504,0
0,Higher Order Difierential Operators with Finite Number of -¡Interactions in Multivariate Case,,0
0,Wave Interaction in a Beam-Plasma System in Presence of Dispersion and Higher Order Non-Linear Effects,https://doi.org/10.1088/0031-8949/17/6/007,0
0,The interaction of a beam with a beam line higher-order mode absorber,https://doi.org/10.1109/pac.1993.309680,0
0,[Regular Paper] An Intensive Search for Higher-Order Gene-Gene Interactions by Improving Deep Learning Model,https://doi.org/10.1109/bibe.2018.00027,0
0,Hyperedge prediction and the statistical mechanisms of higher-order and lower-order interactions in complex networks,https://doi.org/10.1073/pnas.2303887120,0
0,"Erratum: “Basis set dependence of higher-order correlation effects in π-type interactions” [J. Chem. Phys. 136, 014103 (2012)]",https://doi.org/10.1063/5.0021960,0
0,Higher-order modes of storage ring RF cavities and their interaction with the beam at the Advanced Photon Source (APS),https://doi.org/10.1109/pac.1997.753069,0
0,Application of a geometry-independent higher-order panel method to calculate the m_j terms in wave-current-body interaction problem,,0
0,Photonic Higher-Order Topological States Induced by Long Range Interactions,https://doi.org/10.48550/arxiv.1909.09199,0
0,Hole burning and higher-order photon effects in attosecond light-atom interaction,https://doi.org/10.1103/physreva.89.033414,0
0,Higher-order time-stepping schemes for fluid-structure interaction problems,,0
0,Coupled mode theory for neural networks: The processing capabilities of nonlinear mode-mode interactions at cubic and higher order,https://doi.org/10.1063/1.36264,0
0,"Quartet, higher order and near resonant interactions in nonlinear wave equations",https://doi.org/10.48550/arxiv.1903.06265,0
0,Interactions of fractional N-solitons with anomalous dispersions for the integrable combined fractional higher-order mKdV hierarchy,https://doi.org/10.48550/arxiv.2208.04497,0
0,Use of higher order spectrum in characterizing nonlinear interactions in human brain signals,https://doi.org/10.1145/2345396.2345556,0
0,Simulation of Thermo-fluid Interactions in Cryogenic Stage Turbine Startup System Using AUSM+-UP-based Higher-order Accurate Flow Solver,https://doi.org/10.14429/dsj.59.1515,0
0,Multisensory perceptual interactions between higher-order temporal frequency signals,https://doi.org/10.31234/osf.io/rtc56,0
0,Real-Time Diagrammatic Theory of Electron Waiting Time Distributions: Interaction Effects and Higher-Order Tunneling Processes,,0
